TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,55.0,53.1,93,30.05,0.1,Calm,Calm,-,N/A,,Overcast,0,2014-12-29 05:51:00
1:51 AM,55.0,53.1,93,30.05,0.1,Calm,Calm,-,N/A,Fog,Fog,0,2014-12-29 06:51:00
2:48 AM,55.4,53.6,94,30.06,2.0,North,4.6,-,0.00,,Light Drizzle,10,2014-12-29 07:48:00
2:51 AM,55.0,53.1,93,30.06,2.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2014-12-29 07:51:00
3:19 AM,55.4,51.8,88,30.05,2.0,NE,5.8,-,0.01,Rain,Light Rain,40,2014-12-29 08:19:00
3:32 AM,53.6,51.8,94,30.06,6.0,Variable,3.5,-,0.01,Rain,Light Rain,0,2014-12-29 08:32:00
3:51 AM,54.0,52.0,93,30.06,5.0,NNE,4.6,-,0.03,Rain,Light Rain,30,2014-12-29 08:51:00
4:51 AM,53.1,50.0,89,30.04,3.0,NNE,9.2,-,0.07,Rain,Light Rain,30,2014-12-29 09:51:00
5:51 AM,53.1,50.0,89,30.07,3.0,ENE,4.6,-,0.19,Rain,Rain,60,2014-12-29 10:51:00
6:44 AM,51.8,48.2,88,30.06,3.0,NNE,8.1,-,0.05,Rain,Light Rain,30,2014-12-29 11:44:00
6:51 AM,52.0,48.9,89,30.06,3.0,NE,8.1,-,0.06,Rain,Light Rain,40,2014-12-29 11:51:00
7:51 AM,52.0,48.9,89,30.09,5.0,East,6.9,-,0.16,Rain,Light Rain,80,2014-12-29 12:51:00
8:51 AM,52.0,48.9,89,30.13,6.0,ENE,4.6,-,0.11,Rain,Light Rain,70,2014-12-29 13:51:00
9:51 AM,53.1,48.9,86,30.12,7.0,East,5.8,-,0.05,Rain,Light Rain,80,2014-12-29 14:51:00
10:51 AM,53.1,50.0,89,30.12,10.0,ENE,5.8,-,0.01,Rain,Light Rain,60,2014-12-29 15:51:00
11:51 AM,52.0,48.9,89,30.10,3.0,NE,8.1,-,0.01,Rain,Light Rain,50,2014-12-29 16:51:00
12:51 PM,51.1,46.9,86,30.08,8.0,NE,6.9,-,0.00,,Overcast,40,2014-12-29 17:51:00
1:51 PM,50.0,46.0,86,30.10,2.0,NNE,8.1,-,0.00,,Light Drizzle,20,2014-12-29 18:51:00
2:05 PM,48.2,46.4,93,30.10,1.2,NNE,10.4,-,0.02,Rain,Light Rain,30,2014-12-29 19:05:00
2:51 PM,48.0,45.0,89,30.10,5.0,NNE,10.4,-,0.03,,Light Drizzle,20,2014-12-29 19:51:00
3:51 PM,46.0,43.0,89,30.11,10.0,NNE,8.1,-,0.00,,Light Drizzle,20,2014-12-29 20:51:00
4:51 PM,45.0,41.0,86,30.12,10.0,NE,6.9,-,0.00,,Overcast,40,2014-12-29 21:51:00
5:51 PM,44.1,39.9,85,30.14,10.0,NE,9.2,-,N/A,,Overcast,40,2014-12-29 22:51:00
6:51 PM,43.0,39.0,86,30.16,8.0,NNE,6.9,-,N/A,,Overcast,20,2014-12-29 23:51:00
7:51 PM,42.1,39.0,89,30.18,7.0,NE,10.4,-,0.00,,Light Drizzle,50,2014-12-30 00:51:00
8:51 PM,42.1,39.0,89,30.18,2.5,NNE,6.9,-,0.00,,Light Drizzle,30,2014-12-30 01:51:00
9:35 PM,42.8,39.2,87,30.19,4.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 02:35:00
9:51 PM,42.1,39.0,89,30.19,3.0,NE,5.8,-,0.00,,Light Drizzle,40,2014-12-30 02:51:00
10:51 PM,41.0,37.9,89,30.20,4.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 03:51:00
11:51 PM,41.0,37.9,89,30.20,3.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 04:51:00
