TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,32.0,14.0,48,30.33,10.0,East,5.8,-,N/A,,Mostly Cloudy,80,2014-03-01 05:51:00
1:51 AM,30.9,14.0,50,30.32,10.0,ENE,6.9,-,N/A,,Mostly Cloudy,60,2014-03-01 06:51:00
2:39 AM,30.2,14.0,51,30.31,10.0,ENE,5.8,-,N/A,,Mostly Cloudy,70,2014-03-01 07:39:00
2:51 AM,30.9,14.0,50,30.32,10.0,East,5.8,-,N/A,,Mostly Cloudy,90,2014-03-01 07:51:00
3:41 AM,30.2,12.2,47,30.31,10.0,ENE,3.5,-,N/A,,Mostly Cloudy,60,2014-03-01 08:41:00
3:51 AM,30.9,12.0,46,30.32,10.0,ENE,3.5,-,N/A,,Mostly Cloudy,60,2014-03-01 08:51:00
4:51 AM,30.0,10.9,45,30.31,10.0,East,5.8,-,N/A,,Mostly Cloudy,80,2014-03-01 09:51:00
5:51 AM,30.0,12.9,49,30.32,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-03-01 10:51:00
6:08 AM,30.2,12.2,47,30.31,10.0,NE,4.6,-,N/A,,Overcast,50,2014-03-01 11:08:00
6:51 AM,30.0,12.0,47,30.33,10.0,NE,5.8,-,N/A,,Overcast,40,2014-03-01 11:51:00
7:51 AM,32.0,12.9,45,30.35,10.0,NE,5.8,-,N/A,,Overcast,50,2014-03-01 12:51:00
8:28 AM,32.0,12.2,44,30.36,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-03-01 13:28:00
8:51 AM,34.0,14.0,44,30.37,10.0,North,5.8,-,N/A,,Overcast,360,2014-03-01 13:51:00
9:51 AM,36.0,16.0,44,30.37,10.0,WNW,5.8,-,N/A,,Mostly Cloudy,300,2014-03-01 14:51:00
10:51 AM,39.0,19.9,46,30.37,10.0,NE,4.6,-,N/A,,Mostly Cloudy,40,2014-03-01 15:51:00
11:51 AM,44.1,27.0,51,30.37,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-03-01 16:51:00
12:51 PM,46.0,28.9,51,30.32,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-03-01 17:51:00
1:51 PM,48.9,30.0,48,30.27,10.0,South,3.5,-,N/A,,Scattered Clouds,170,2014-03-01 18:51:00
2:51 PM,53.1,34.0,48,30.25,10.0,WNW,6.9,-,N/A,,Scattered Clouds,290,2014-03-01 19:51:00
3:51 PM,54.0,33.1,45,30.24,10.0,SSW,4.6,-,N/A,,Scattered Clouds,200,2014-03-01 20:51:00
4:51 PM,54.0,30.9,41,30.24,10.0,SSW,3.5,-,N/A,,Partly Cloudy,210,2014-03-01 21:51:00
5:51 PM,51.1,30.9,46,30.23,10.0,SW,4.6,-,N/A,,Partly Cloudy,230,2014-03-01 22:51:00
6:51 PM,50.0,30.9,48,30.24,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-03-01 23:51:00
7:51 PM,44.1,32.0,63,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-03-02 00:51:00
8:51 PM,42.1,32.0,67,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-03-02 01:51:00
9:51 PM,39.0,30.9,73,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-03-02 02:51:00
10:51 PM,39.0,30.9,73,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-03-02 03:51:00
11:51 PM,37.9,30.9,76,30.24,10.0,Calm,Calm,-,N/A,,Clear,0,2014-03-02 04:51:00
