Mary,F,862954
Helen,F,366881
Margaret,F,306895
Anna,F,267337
Ruth,F,262856
Dorothy,F,259525
Elizabeth,F,217402
Mildred,F,176879
Florence,F,166698
Marie,F,163516
Alice,F,162654
Frances,F,161371
Ethel,F,144851
Lillian,F,143808
Rose,F,134992
Edna,F,131815
Grace,F,123930
Annie,F,120197
Emma,F,120051
Virginia,F,117672
Evelyn,F,117554
Louise,F,115602
Martha,F,114584
Clara,F,111434
Catherine,F,111245
Gladys,F,111140
Irene,F,110247
Bertha,F,107755
Edith,F,105470
Hazel,F,104667
Gertrude,F,104172
Josephine,F,100338
Bessie,F,97635
Minnie,F,93539
Ida,F,93152
Ruby,F,89781
Mabel,F,87494
Esther,F,87450
Sarah,F,87330
Pearl,F,84705
Elsie,F,80747
Myrtle,F,79609
Eva,F,79526
Julia,F,78611
Agnes,F,78538
Nellie,F,78263
Thelma,F,77737
Lucille,F,77398
Laura,F,75320
Pauline,F,72614
Eleanor,F,71081
Ella,F,70684
Beatrice,F,70196
Katherine,F,65321
Doris,F,64133
Lillie,F,63600
Viola,F,62825
Jessie,F,61645
Marion,F,59107
Mattie,F,58374
Carrie,F,57997
Betty,F,57530
Lena,F,57508
Alma,F,56981
Ann,F,56232
Bernice,F,55485
Stella,F,55475
Marjorie,F,55299
Jennie,F,55152
Lucy,F,51980
Blanche,F,51492
Hattie,F,51241
Willie,F,51040
Mae,F,50806
Cora,F,50522
Lois,F,50054
Jean,F,48609
Anne,F,47450
Kathryn,F,46501
Vera,F,46488
Fannie,F,44402
Ada,F,43157
Ellen,F,42676
Lula,F,42568
Mamie,F,41583
Leona,F,40908
Rosa,F,39310
Jane,F,39093
Beulah,F,38241
Marguerite,F,38202
Dora,F,37994
Charlotte,F,36824
Maude,F,36612
Maggie,F,35453
Sylvia,F,35347
Violet,F,34956
Nancy,F,33157
Nora,F,33049
Georgia,F,32798
Daisy,F,32462
Emily,F,32337
Barbara,F,32312
Sadie,F,32161
Genevieve,F,32114
Theresa,F,31979
Vivian,F,30915
Susie,F,30181
Marian,F,29492
Opal,F,29138
Hilda,F,28469
Inez,F,27771
Harriet,F,27737
Velma,F,27644
Olive,F,27551
Flora,F,27413
Rita,F,27198
Della,F,26866
Nettie,F,26863
Wilma,F,26716
Juanita,F,26553
May,F,26404
Effie,F,26362
Lottie,F,25520
Eunice,F,25310
Sara,F,24865
Estelle,F,24389
Loretta,F,24139
Lydia,F,24110
Lola,F,23985
Sophie,F,23709
Alberta,F,23367
Caroline,F,23108
Sallie,F,23105
Kathleen,F,22847
Katie,F,22808
Geraldine,F,22529
Verna,F,22054
June,F,21903
Christine,F,21827
Mable,F,21595
Lizzie,F,21500
Henrietta,F,21429
Norma,F,21312
Geneva,F,21237
Phyllis,F,20696
Maria,F,20102
Rebecca,F,20034
Addie,F,20014
Rachel,F,19862
Madeline,F,19817
Ollie,F,19588
Lucile,F,19417
Maxine,F,19404
Eula,F,19389
Amelia,F,19178
Olga,F,19018
Etta,F,18898
Rosie,F,18795
Naomi,F,18432
Victoria,F,18376
Goldie,F,18346
Nina,F,17897
Lorraine,F,17838
Ora,F,17788
Irma,F,17509
Iva,F,17298
Lela,F,17287
Susan,F,17107
Essie,F,17078
Audrey,F,17049
Erma,F,17010
Winifred,F,16546
Mollie,F,16344
Jeanette,F,15842
Miriam,F,15472
Sally,F,15273
Muriel,F,15270
Shirley,F,15167
Nannie,F,15152
Eileen,F,14577
Fern,F,14434
Roberta,F,14403
Adeline,F,14260
Matilda,F,13967
Amanda,F,13718
Isabel,F,13694
Estella,F,13655
Janet,F,13614
Alta,F,13437
Freda,F,13298
Celia,F,13266
Anita,F,13261
Ola,F,13250
Carolyn,F,13207
Luella,F,13077
Wanda,F,13030
Dolores,F,12801
Isabelle,F,12751
Frieda,F,12730
Bonnie,F,12577
Hannah,F,12571
Amy,F,12569
Cecelia,F,12333
Flossie,F,12225
Sophia,F,12084
Ina,F,11939
Janie,F,11930
Jeannette,F,11824
Veronica,F,11620
Regina,F,11606
Elva,F,11532
Nell,F,11532
Antoinette,F,11519
Patricia,F,11437
Cleo,F,11321
Eliza,F,11260
Kate,F,11093
Selma,F,11039
Adele,F,11007
Maud,F,10951
Marcella,F,10770
Dorothea,F,10714
Leola,F,10544
Faye,F,10463
Jeanne,F,10452
Margie,F,10358
Lila,F,10267
Lorene,F,10188
Belle,F,10157
Cecilia,F,10157
Allie,F,10134
Sue,F,10109
Claire,F,10025
Josie,F,9702
Elaine,F,9638
Augusta,F,9638
Millie,F,9598
Angeline,F,9539
Eloise,F,9492
Rena,F,9455
Teresa,F,9440
Virgie,F,9366
Winnie,F,9276
Rosalie,F,9199
Angelina,F,9194
Jewell,F,9149
Fay,F,9143
Constance,F,8959
Arlene,F,8867
Callie,F,8845
Lulu,F,8772
Tillie,F,8760
Elma,F,8741
Leah,F,8480
Johnnie,F,8408
Jewel,F,8381
Joan,F,8275
Annette,F,8092
Rosemary,F,7987
Angela,F,7820
Helene,F,7819
Dollie,F,7804
Mayme,F,7736
Adelaide,F,7653
Reba,F,7641
Francis,F,7583
Gussie,F,7487
Lenora,F,7472
Ernestine,F,7456
Cornelia,F,7437
Elnora,F,7420
Delia,F,7406
Bertie,F,7290
Bettie,F,7263
Harriett,F,7201
Joyce,F,7199
Lora,F,7081
Carol,F,7066
Leila,F,7026
Myra,F,7017
Hester,F,6971
Elvira,F,6952
Ila,F,6944
Letha,F,6914
Olivia,F,6837
Zelma,F,6774
Madge,F,6768
Cecile,F,6767
Lee,F,6709
Rhoda,F,6648
Birdie,F,6639
Eugenia,F,6634
Gracie,F,6495
Roxie,F,6487
Edythe,F,6484
Helena,F,6458
Lou,F,6458
Neva,F,6386
Lorena,F,6342
Katharine,F,6293
Lelia,F,6258
Lessie,F,6125
Christina,F,6108
Maudie,F,5932
Peggy,F,5906
Johanna,F,5903
Laverne,F,5820
Eleanore,F,5805
Donna,F,5792
Iris,F,5790
Carmen,F,5705
Claudia,F,5692
Clarice,F,5679
Hallie,F,5651
Billie,F,5613
Lilly,F,5572
Melba,F,5517
Lily,F,5499
Corinne,F,5467
Gwendolyn,F,5356
Nola,F,5317
Zella,F,5309
Louisa,F,5305
Priscilla,F,5279
Rosetta,F,5269
Frankie,F,5210
Dessie,F,5182
Ophelia,F,5087
Elinor,F,5080
Wilhelmina,F,5076
Pearlie,F,5061
Odessa,F,4979
Annabelle,F,4802
Merle,F,4767
Linda,F,4759
Bess,F,4731
Imogene,F,4717
Gertie,F,4712
Mathilda,F,4705
Natalie,F,4689
Oma,F,4601
Carmela,F,4592
Isabella,F,4590
Erna,F,4589
Lucinda,F,4588
Yvonne,F,4586
Alvina,F,4564
Rosella,F,4563
Catharine,F,4482
Lenore,F,4476
Leota,F,4473
Hettie,F,4467
Connie,F,4436
Dovie,F,4411
Dolly,F,4403
Aline,F,4368
Willa,F,4325
Avis,F,4321
Tessie,F,4302
Cecil,F,4250
Lettie,F,4249
Hulda,F,4236
Jimmie,F,4219
Elsa,F,4188
Iola,F,4182
Ione,F,4169
Lura,F,4148
Nona,F,4141
Arline,F,4052
Pansy,F,4048
Aileen,F,4044
Abbie,F,4027
Corine,F,4025
Molly,F,4010
Fanny,F,4006
Nelle,F,3956
Isabell,F,3932
Vesta,F,3899
Linnie,F,3894
Cynthia,F,3889
Iona,F,3880
Georgie,F,3869
Minerva,F,3861
Alyce,F,3847
Berniece,F,3832
Mina,F,3826
Phoebe,F,3815
Bernadine,F,3809
Polly,F,3809
Louella,F,3796
Nadine,F,3726
Eddie,F,3687
Elisabeth,F,3672
Lona,F,3536
Loraine,F,3516
Sybil,F,3516
Cassie,F,3514
Mona,F,3494
Beverly,F,3488
Leta,F,3481
Jannie,F,3478
Meta,F,3477
Leora,F,3431
Alpha,F,3430
Blanch,F,3428
Floy,F,3425
Mittie,F,3423
Janice,F,3416
Carmella,F,3414
Orpha,F,3390
Rae,F,3372
Verda,F,3369
Concetta,F,3358
Antonia,F,3334
Gloria,F,3332
Vida,F,3320
Maybelle,F,3291
Paula,F,3291
Ivy,F,3287
Vada,F,3253
Leone,F,3253
Artie,F,3251
John,F,3246
Margery,F,3233
Maurine,F,3227
Dixie,F,3185
Ona,F,3162
Angie,F,3155
Stephanie,F,3137
Philomena,F,3120
Bernadette,F,3117
Florine,F,3094
Wilda,F,3067
Emilie,F,3056
Golda,F,3045
Beryl,F,3030
Clare,F,2994
Althea,F,2989
Ramona,F,2985
Hortense,F,2983
Elise,F,2973
Agatha,F,2957
Judith,F,2942
Lauretta,F,2912
Reva,F,2883
Zora,F,2875
Elda,F,2873
Tommie,F,2872
Myrtie,F,2851
Harriette,F,2834
Cordelia,F,2808
Bella,F,2804
Marietta,F,2785
Mazie,F,2783
Kay,F,2779
Hope,F,2770
Zelda,F,2765
Lida,F,2743
Robbie,F,2726
Delores,F,2707
Ester,F,2697
Ava,F,2692
Gretchen,F,2691
Rubye,F,2685
Beth,F,2678
Una,F,2676
Evie,F,2671
Glenna,F,2667
Queen,F,2666
Alva,F,2665
Era,F,2644
Monica,F,2611
Mercedes,F,2597
Malinda,F,2568
Dorthy,F,2563
Albina,F,2543
Aurelia,F,2540
Zula,F,2534
Garnet,F,2530
Evangeline,F,2513
Julie,F,2505
Madelyn,F,2497
Rhea,F,2487
Marcia,F,2472
Zola,F,2444
Allene,F,2434
Madeleine,F,2416
Bette,F,2411
Lina,F,2411
Lyda,F,2391
Idella,F,2382
Bobbie,F,2373
Belva,F,2348
Joy,F,2343
Ferne,F,2342
Rowena,F,2332
Margret,F,2319
Lucia,F,2311
Mandy,F,2307
Chloe,F,2307
Valeria,F,2293
Guadalupe,F,2291
Veda,F,2277
Joanna,F,2256
Tina,F,2248
James,F,2227
Camille,F,2216
Winona,F,2207
Clyde,F,2207
Corrine,F,2202
William,F,2198
Sudie,F,2192
Yetta,F,2191
Georgiana,F,2171
Vina,F,2165
Melva,F,2159
Yolanda,F,2158
Lovie,F,2127
Lue,F,2114
George,F,2105
Mozelle,F,2099
Magdalene,F,2099
Jacqueline,F,2097
Ocie,F,2092
Lorna,F,2090
Pearle,F,2076
Ellie,F,2073
Clementine,F,2056
Earline,F,2051
Estell,F,2038
Lavina,F,2037
Diana,F,2033
Lennie,F,2031
Retha,F,2026
Mabelle,F,2017
Celeste,F,2015
Patsy,F,2013
Nan,F,2009
Tressie,F,2009
Ursula,F,2001
Mavis,F,2001
Evalyn,F,1998
