Mary,F,4101911
Patricia,F,1568473
Elizabeth,F,1552245
Jennifer,F,1452727
Linda,F,1448528
Barbara,F,1431258
Margaret,F,1231141
Susan,F,1118809
Dorothy,F,1104176
Sarah,F,1034305
Jessica,F,1028715
Helen,F,1012170
Nancy,F,998632
Betty,F,998053
Karen,F,979166
Lisa,F,962018
Sandra,F,870294
Anna,F,845218
Donna,F,829296
Ruth,F,815298
Carol,F,814989
Kimberly,F,811161
Ashley,F,810861
Michelle,F,794271
Laura,F,786089
Amanda,F,775411
Emily,F,740987
Melissa,F,740947
Deborah,F,737555
Rebecca,F,732126
Stephanie,F,725352
Sharon,F,718965
Kathleen,F,708369
Cynthia,F,703584
Shirley,F,683743
Amy,F,673485
Angela,F,650673
Catherine,F,644511
Virginia,F,643976
Katherine,F,606038
Brenda,F,603158
Pamela,F,592533
Frances,F,585298
Christine,F,581381
Nicole,F,566231
Janet,F,554281
Carolyn,F,551928
Debra,F,549876
Martha,F,545305
Rachel,F,545007
Alice,F,536674
Marie,F,532021
Heather,F,521938
Samantha,F,521083
Maria,F,519402
Diane,F,517066
Joyce,F,504596
Julie,F,501912
Evelyn,F,496950
Emma,F,495294
Joan,F,479214
Rose,F,468790
Christina,F,467441
Ann,F,466143
Kelly,F,464756
Doris,F,461051
Jean,F,457225
Mildred,F,449987
Judith,F,449764
Kathryn,F,442368
Lauren,F,440813
Cheryl,F,438670
Grace,F,430187
Victoria,F,429182
Megan,F,426106
Julia,F,425908
Jacqueline,F,410036
Teresa,F,409795
Andrea,F,408127
Gloria,F,406734
Sara,F,405737
Janice,F,404086
Theresa,F,401516
Lillian,F,385070
Judy,F,380839
Beverly,F,375797
Hannah,F,374706
Denise,F,369049
Marilyn,F,364883
Jane,F,362444
Amber,F,361198
Danielle,F,356347
Brittany,F,352820
Irene,F,348145
Diana,F,347207
Annie,F,341695
Lori,F,339827
Florence,F,333907
Kathy,F,332313
Tammy,F,331268
Lois,F,331173
Louise,F,330938
Tiffany,F,330152
Crystal,F,324229
Phyllis,F,322194
Ruby,F,322012
Bonnie,F,321759
Anne,F,316850
Kayla,F,309768
Erin,F,303625
Alexis,F,299280
Edna,F,293481
Shannon,F,292587
Peggy,F,292407
Tina,F,290185
Natalie,F,289233
Madison,F,288765
Dawn,F,288150
Robin,F,287747
Olivia,F,286749
Josephine,F,286471
Taylor,F,284295
Rita,F,281534
Wanda,F,280799
Ethel,F,278548
Norma,F,276650
Paula,F,275397
Charlotte,F,272805
Alyssa,F,270269
Marjorie,F,270260
Ellen,F,269644
Connie,F,265704
Gladys,F,265590
Carrie,F,264513
Jamie,F,262334
Edith,F,262130
Leslie,F,257882
Wendy,F,257794
Abigail,F,256987
Clara,F,256403
Eleanor,F,254544
Elaine,F,253899
Cindy,F,253390
Allison,F,253247
Courtney,F,253026
Tracy,F,249898
Monica,F,242745
Esther,F,242709
Valerie,F,242303
Sheila,F,236740
Vanessa,F,235536
Audrey,F,234453
Eva,F,234321
Sylvia,F,234312
Hazel,F,231991
April,F,231792
Sherry,F,229142
Ella,F,227277
Erica,F,225914
Katie,F,225850
Pauline,F,225402
Thelma,F,225031
Michele,F,222573
Jasmine,F,219143
Suzanne,F,218185
