Mary,F,3980381
Patricia,F,1535049
Linda,F,1428550
Barbara,F,1417885
Elizabeth,F,1246385
Jennifer,F,1241260
Margaret,F,1175969
Susan,F,1102743
Dorothy,F,1097272
Helen,F,994930
Betty,F,994007
Nancy,F,968234
Karen,F,934070
Lisa,F,927563
Sandra,F,842697
Donna,F,820452
Carol,F,807314
Ruth,F,797496
Deborah,F,725709
Sharon,F,705449
Laura,F,693933
Sarah,F,685830
Kimberly,F,684836
Shirley,F,677324
Anna,F,676643
Kathleen,F,673469
Michelle,F,664273
Cynthia,F,657124
Jessica,F,635070
Virginia,F,627414
Melissa,F,618387
Amy,F,593591
Rebecca,F,578896
Pamela,F,578895
Frances,F,575285
Angela,F,574249
Catherine,F,574096
Brenda,F,563906
Debra,F,545536
Christine,F,541090
Janet,F,539129
Amanda,F,537845
Carolyn,F,532329
Martha,F,529565
Stephanie,F,525634
Alice,F,521977
Marie,F,516105
Diane,F,509757
Joyce,F,497321
Joan,F,476355
Julie,F,464024
Doris,F,458463
Jean,F,454552
Ann,F,453954
Rose,F,450783
Mildred,F,448308
Katherine,F,443869
Evelyn,F,441132
Judith,F,440173
Heather,F,436344
Cheryl,F,434316
Janice,F,397331
Maria,F,391642
Teresa,F,391097
Gloria,F,389699
Kelly,F,387436
Theresa,F,386379
Judy,F,376699
Ashley,F,376105
Nicole,F,375630
Beverly,F,370729
Kathryn,F,368966
Christina,F,365692
Marilyn,F,353781
Jane,F,348642
Denise,F,346256
Irene,F,337088
Lori,F,333000
Florence,F,332480
Jacqueline,F,331990
Lois,F,329471
Louise,F,328615
Rachel,F,327748
Tammy,F,326395
Kathy,F,324993
Lillian,F,324514
Annie,F,324295
Phyllis,F,321215
Bonnie,F,315285
Julia,F,295149
Anne,F,294580
Andrea,F,293770
Peggy,F,291067
Edna,F,290780
Sara,F,289629
Ruby,F,289476
Diana,F,283913
Dawn,F,282278
Emily,F,280186
Tina,F,279737
Grace,F,279711
Wanda,F,279232
Ethel,F,278087
Robin,F,276674
Rita,F,276152
Norma,F,270562
Marjorie,F,267315
Josephine,F,265507
Paula,F,264897
Connie,F,261055
Gladys,F,260908
Emma,F,256017
Crystal,F,254256
Edith,F,253556
Ellen,F,252781
Carrie,F,250886
Elaine,F,244332
Tracy,F,240771
Charlotte,F,238898
Eleanor,F,238499
Clara,F,237497
Wendy,F,237144
Shannon,F,234226
Tiffany,F,232465
Sheila,F,229232
Cindy,F,228464
Victoria,F,226871
Sherry,F,225728
Hazel,F,224392
Thelma,F,223967
Sylvia,F,222517
Pauline,F,222126
Esther,F,222038
Michele,F,214842
Suzanne,F,212485
Lucille,F,211480
Danielle,F,211192
Amber,F,209426
Dolores,F,208661
Geraldine,F,206326
Joanne,F,205846
Anita,F,205459
Bertha,F,205264
Rhonda,F,205237
Eva,F,205004
Erin,F,204950
Jamie,F,204411
Lorraine,F,204071
Jill,F,201449
Juanita,F,200786
Gail,F,200424
Leslie,F,200082
Megan,F,198963
Valerie,F,198363
Darlene,F,196871
Sally,F,195214
April,F,194629
Lauren,F,190134
Monica,F,189198
Debbie,F,185160
Marion,F,184742
Ida,F,183159
Beatrice,F,181895
June,F,181881
Bernice,F,179133
Jo,F,177768
Lynn,F,177262
Kim,F,176519
Gertrude,F,176440
Eileen,F,175146
Audrey,F,173440
Loretta,F,171225
Bessie,F,169369
Roberta,F,168774
Cathy,F,167199
Elsie,F,166793
Renee,F,164868
Samantha,F,162900
Laurie,F,162763
Veronica,F,162669
Regina,F,161546
Dana,F,161043
Jeanne,F,160888
Vivian,F,160019
Annette,F,159458
Minnie,F,157698
Ella,F,156010
Holly,F,155665
Agnes,F,155276
Beth,F,154358
Jeanette,F,154076
Joann,F,152616
Vicki,F,151873
Melanie,F,151616
Erica,F,151310
Rosa,F,150837
Alicia,F,149705
Kristen,F,149092
Pearl,F,149006
Stacy,F,148016
Jessie,F,147550
Yvonne,F,147322
Nellie,F,146210
Katie,F,146132
Willie,F,145974
Alma,F,145353
Brittany,F,144459
Colleen,F,144270
Lillie,F,144155
Kristin,F,143981
Sue,F,143577
Rosemary,F,143488
Terri,F,141862
Lucy,F,139676
Maureen,F,139554
Tara,F,139517
Wilma,F,138854
Myrtle,F,136358
Marian,F,134967
Arlene,F,134911
Stacey,F,134578
Vanessa,F,134446
Constance,F,133089
Carla,F,131137
Gina,F,130851
Natalie,F,130849
Marcia,F,130592
Vera,F,129874
Mabel,F,129180
Viola,F,128538
Georgia,F,127149
Charlene,F,126110
Mattie,F,123594
Melinda,F,123272
Jennie,F,122019
Stella,F,121898
Allison,F,118890
Lena,F,118427
Patsy,F,118220
Delores,F,116645
Joy,F,116507
Marlene,F,116390
Tonya,F,115617
Caroline,F,114250
Heidi,F,114017
Tamara,F,113077
Courtney,F,112793
Carole,F,109823
Vickie,F,109139
Deanna,F,108401
Maxine,F,106636
Glenda,F,106594
Carmen,F,106437
Margie,F,104879
Gwendolyn,F,104786
Yolanda,F,104618
Mae,F,104512
Tanya,F,103650
Leona,F,102850
Marsha,F,102494
Dora,F,101439
Cora,F,100247
Billie,F,97335
Kay,F,96350
Nora,F,96019
Leah,F,95863
Terry,F,95746
Kristina,F,95629
Claudia,F,95112
Violet,F,94432
Lydia,F,94208
Penny,F,93811
Dianne,F,93379
Hattie,F,93333
Nina,F,92971
Naomi,F,91967
Cassandra,F,91351
Marguerite,F,90715
Priscilla,F,89716
Christy,F,89185
Blanche,F,87079
Harriet,F,86589
Toni,F,86295
Velma,F,86240
Brandy,F,86097
Genevieve,F,85801
Jackie,F,85570
Becky,F,84154
Bobbie,F,83897
Fannie,F,83580
Ada,F,83360
Lula,F,83190
Daisy,F,82982
Tracey,F,82839
Lindsay,F,82755
Geneva,F,82635
Susie,F,82350
Sherri,F,82271
Lindsey,F,80974
Shelly,F,80088
Claire,F,78918
Miriam,F,78172
Hilda,F,78057
Sheryl,F,77369
Misty,F,77098
Mamie,F,76975
Lynda,F,75687
Maggie,F,75657
Rosie,F,74756
Eunice,F,74621
Kristine,F,74578
Jodi,F,74318
Brandi,F,73495
Beulah,F,72849
Madeline,F,72761
Antoinette,F,71821
Molly,F,71526
Jenny,F,71437
Felicia,F,71226
Katrina,F,70678
Shelley,F,70150
Alberta,F,69702
Alison,F,69687
Kristi,F,69507
Irma,F,69179
Candace,F,69151
Janie,F,68570
Erika,F,68071
Verna,F,67981
Lola,F,67492
Jacquelyn,F,67475
Opal,F,66831
Jeannette,F,66566
Sabrina,F,66531
Inez,F,65620
Belinda,F,65054
Flora,F,64924
Joanna,F,64916
Della,F,64772
Amelia,F,64310
Ramona,F,64301
Faye,F,64241
Sadie,F,61948
Patty,F,61862
Kristy,F,61765
Kelli,F,61463
Marianne,F,61259
Lynne,F,61102
Gayle,F,60764
Melody,F,60649
Rosalie,F,60575
Cecilia,F,60473
Hannah,F,60345
Lee,F,60310
Bridget,F,60184
Sandy,F,59961
Natasha,F,59769
Kayla,F,59614
Sheri,F,59306
Marcella,F,58019
Sonya,F,57917
Maryann,F,57742
Olga,F,57419
Kara,F,55376
Monique,F,55169
Olivia,F,54936
Iris,F,54491
Candice,F,54315
Erma,F,54178
Jan,F,54148
Muriel,F,53825
Jody,F,53791
Karla,F,53622
Yvette,F,53262
Brooke,F,52748
Mable,F,52375
Krista,F,51989
Adrienne,F,51896
Whitney,F,51766
Robyn,F,51636
Myra,F,51416
Sonia,F,50555
Henrietta,F,49926
Roxanne,F,49839
Dianna,F,49774
Vicky,F,49751
Kari,F,49682
Estelle,F,49644
Bernadette,F,49625
Traci,F,49030
Alexandra,F,48980
Nettie,F,48850
Sallie,F,48808
Lora,F,48804
Johnnie,F,47939
Janis,F,47717
Bethany,F,47646
Meredith,F,47520
Kendra,F,47507
Nichole,F,47352
Rosemarie,F,47110
Chelsea,F,47032
Shelia,F,46959
Eula,F,46927
Meghan,F,46623
Angelina,F,46565
Isabel,F,46530
Rachael,F,46380
Nadine,F,46378
Krystal,F,46015
Cecelia,F,45871
Angie,F,45769
Gretchen,F,45644
May,F,45589
Doreen,F,45387
Maude,F,45223
Lottie,F,45151
Sophie,F,44876
Olive,F,44513
Patti,F,44480
Paulette,F,44063
Kerry,F,43922
Ernestine,F,43659
Hope,F,43625
Celia,F,43594
Betsy,F,43464
Effie,F,42862
Laverne,F,42761
Ginger,F,42458
Desiree,F,42154
Jenna,F,42109
Teri,F,42088
Winifred,F,42067
Mona,F,42046
Ana,F,41963
Freda,F,41918
Christie,F,41386
Latoya,F,41058
Jaime,F,40942
Lila,F,40774
Rochelle,F,40724
Alyssa,F,40640
Eloise,F,40481
Ollie,F,40256
Pat,F,40117
Angel,F,39982
Kellie,F,39835
Kelley,F,39611
Shari,F,39427
Sophia,F,39404
Lynette,F,39141
Etta,F,39095
Addie,F,38925
Lela,F,38895
Essie,F,38844
Darla,F,38781
Aimee,F,38770
Lorene,F,38545
Ora,F,38446
Faith,F,38442
Bettie,F,38051
Casey,F,38020
Jasmine,F,37876
Dixie,F,37852
Lizzie,F,37420
Alexis,F,37411
Kate,F,37398
Tami,F,37130
Jana,F,37080
Bonita,F,36960
Lana,F,36947
Tricia,F,36913
Mindy,F,36547
Mandy,F,36085
Iva,F,36078
Shawna,F,35818
Corinne,F,35808
Leigh,F,35737
Fern,F,35729
Rena,F,35509
Caitlin,F,35338
Sonja,F,35322
Guadalupe,F,35121
Cheri,F,35099
Marla,F,35067
Mollie,F,35040
Tammie,F,34803
Goldie,F,34780
Stacie,F,34742
Bette,F,34710
Melba,F,34632
Tabitha,F,34567
Estella,F,34547
Kimberley,F,34443
Sherrie,F,34398
Deloris,F,34361
Kristie,F,34153
Jeannie,F,34135
Adele,F,34103
Lucile,F,34057
Francine,F,33820
Ronda,F,33743
Miranda,F,33704
Reba,F,33694
Lucinda,F,33576
Rebekah,F,33507
Abigail,F,33438
Lou,F,33339
Johanna,F,33337
Angelica,F,33236
Laurel,F,33234
Camille,F,33216
Pam,F,33101
Dorothea,F,33094
Brittney,F,32720
Therese,F,32660
Lenora,F,32632
Ina,F,32588
Cara,F,32324
Janelle,F,32281
Alisha,F,32244
Kerri,F,32182
Katharine,F,31909
Helene,F,31830
Trisha,F,31648
Adeline,F,31515
Jewel,F,31451
Shawn,F,31436
Shelby,F,31302
Fay,F,31112
Celeste,F,31089
Jaclyn,F,30899
Tracie,F,30875
Leticia,F,30864
Myrna,F,30652
Lorena,F,30595
Jillian,F,30576
Margarita,F,30548
Patrice,F,30547
Janine,F,30054
Delia,F,29925
Elva,F,29869
Dena,F,29864
Trina,F,29807
Josie,F,29787
Cassie,F,29423
Stefanie,F,29408
Kelsey,F,29266
Frankie,F,29250
Ola,F,29192
Marissa,F,29148
Cristina,F,28862
Angeline,F,28698
Tasha,F,28658
Luella,F,28515
Cleo,F,28497
Cherie,F,28378
Nikki,F,28325
Cathleen,F,28238
Alta,F,28134
Polly,F,28043
Eugenia,F,27985
Elena,F,27776
Jewell,F,27676
Leola,F,27588
Elisabeth,F,27497
Raquel,F,27471
Debora,F,27468
Gracie,F,27345
Janette,F,27199
Imogene,F,27015
Isabelle,F,26949
Rosetta,F,26713
Lorna,F,26513
Karin,F,26505
Keri,F,26476
Francis,F,26462
Joni,F,26400
Morgan,F,26369
Latasha,F,26327
Jayne,F,26223
Sondra,F,26134
Elisa,F,25883
Nell,F,25818
Gwen,F,25718
Nannie,F,25554
Matilda,F,25439
Candy,F,25280
Susanne,F,25279
Rachelle,F,25243
Dina,F,25220
Elise,F,25048
Ebony,F,25014
Glenna,F,25004
Kirsten,F,24803
Trudy,F,24763
Rhoda,F,24521
Jolene,F,24507
Frieda,F,24486
Elvira,F,24472
Christa,F,24356
Callie,F,24305
Lacey,F,24284
Eliza,F,24259
Selma,F,24238
Lesley,F,24205
Jodie,F,24050
Rosalind,F,24019
Shana,F,23502
Marisa,F,23467
Clarice,F,23364
Jeannine,F,23350
Antonia,F,23270
Alisa,F,23208
Shanna,F,23200
Leanne,F,22959
Bettye,F,22884
Autumn,F,22853
Millie,F,22776
Jimmie,F,22762
Charity,F,22694
Adriana,F,22605
Helena,F,22495
Chris,F,22463
Shauna,F,22302
Paige,F,22205
Jeanine,F,22176
Justine,F,22081
Staci,F,22079
James,F,21922
Flossie,F,21792
Virgie,F,21744
Summer,F,21732
Leila,F,21731
Bernadine,F,21691
Lenore,F,21680
Jocelyn,F,21675
Robbie,F,21550
Dale,F,21459
Harriett,F,21344
Jeri,F,21285
Lorie,F,21249
Daphne,F,21191
Tonia,F,21137
Randi,F,21036
Winnie,F,20984
Cornelia,F,20962
Elnora,F,20883
Aileen,F,20874
John,F,20774
Carmela,F,20705
Willa,F,20659
Elma,F,20649
Deana,F,20403
Tamika,F,20350
Margo,F,20337
Latonya,F,20272
Ladonna,F,20269
Marcy,F,20075
Dorthy,F,20007
Rene,F,19997
Nelda,F,19923
Bobbi,F,19861
Ila,F,19821
Gale,F,19803
Gabrielle,F,19609
Christi,F,19557
Cecile,F,19489
