TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:39 AM,53.6,51.8,94,30.22,0.5,NE,3.5,-,N/A,,Overcast,40,2013-11-17 05:39:00
12:51 AM,54.0,53.1,97,30.22,1.0,North,4.6,-,N/A,,Overcast,360,2013-11-17 05:51:00
1:51 AM,53.1,52.0,96,30.19,1.0,East,3.5,-,N/A,,Overcast,80,2013-11-17 06:51:00
2:51 AM,53.1,52.0,96,30.19,1.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 07:51:00
3:51 AM,53.1,51.1,93,30.17,0.2,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 08:51:00
4:08 AM,53.6,51.8,94,30.17,0.1,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 09:08:00
4:51 AM,53.1,52.0,96,30.16,0.1,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 09:51:00
5:51 AM,53.1,52.0,96,30.15,0.2,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 10:51:00
6:51 AM,54.0,52.0,93,30.18,0.2,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 11:51:00
7:51 AM,55.9,55.0,97,30.18,0.0,East,5.8,-,N/A,,Overcast,100,2013-11-17 12:51:00
8:51 AM,57.9,57.0,97,30.18,0.0,ESE,5.8,-,N/A,Fog,Fog,120,2013-11-17 13:51:00
9:51 AM,59.0,57.9,96,30.18,0.2,SSE,5.8,-,N/A,,Overcast,160,2013-11-17 14:51:00
10:30 AM,60.8,57.2,88,30.18,3.0,South,4.6,-,N/A,,Overcast,180,2013-11-17 15:30:00
10:51 AM,62.1,57.9,86,30.18,3.0,Variable,3.5,-,N/A,,Overcast,0,2013-11-17 15:51:00
11:51 AM,64.0,59.0,84,30.14,10.0,South,5.8,-,N/A,,Mostly Cloudy,190,2013-11-17 16:51:00
12:04 PM,64.4,59.0,83,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 17:04:00
12:25 PM,66.2,59.0,78,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 17:25:00
12:51 PM,68.0,57.9,70,30.10,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 17:51:00
1:29 PM,68.0,57.2,68,30.07,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 18:29:00
1:51 PM,70.0,57.9,65,30.04,10.0,ESE,3.5,-,N/A,,Mostly Cloudy,120,2013-11-17 18:51:00
2:51 PM,70.0,57.0,63,30.02,10.0,South,6.9,-,N/A,,Mostly Cloudy,180,2013-11-17 19:51:00
3:51 PM,70.0,57.0,63,30.02,10.0,South,6.9,-,N/A,,Overcast,190,2013-11-17 20:51:00
4:51 PM,68.0,57.0,68,30.02,10.0,South,5.8,-,N/A,,Mostly Cloudy,190,2013-11-17 21:51:00
5:51 PM,68.0,57.9,70,30.01,10.0,South,8.1,-,N/A,,Mostly Cloudy,180,2013-11-17 22:51:00
6:51 PM,66.9,59.0,76,29.99,10.0,South,5.8,-,N/A,,Overcast,170,2013-11-17 23:51:00
7:51 PM,64.9,61.0,87,29.97,6.0,South,8.1,-,0.02,Rain,Light Rain,180,2013-11-18 00:51:00
8:51 PM,64.0,62.1,93,29.96,9.0,South,5.8,-,0.05,,Overcast,180,2013-11-18 01:51:00
9:36 PM,64.4,62.6,94,29.95,5.0,SSW,8.1,-,0.01,,Overcast,200,2013-11-18 02:36:00
9:51 PM,64.9,63.0,93,29.94,5.0,SSW,10.4,-,0.01,,Overcast,200,2013-11-18 02:51:00
10:51 PM,66.0,64.9,96,29.92,8.0,SSW,17.3,23.0,0.00,,Overcast,210,2013-11-18 03:51:00
11:51 PM,66.9,64.9,93,29.91,10.0,SSW,15.0,23.0,N/A,,Overcast,210,2013-11-18 04:51:00
