TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,66.0,53.1,63,30.11,10.0,South,10.4,18.4,N/A,,Mostly Cloudy,190,2014-04-14 04:51:00
1:51 AM,64.4,53.6,68,30.11,10.0,South,10.4,-,N/A,,Scattered Clouds,180,2014-04-14 05:51:00
2:51 AM,64.0,55.0,73,30.08,10.0,SSW,9.2,-,N/A,,Mostly Cloudy,200,2014-04-14 06:51:00
3:51 AM,64.0,55.9,75,30.07,10.0,SSW,10.4,-,N/A,,Mostly Cloudy,200,2014-04-14 07:51:00
4:51 AM,64.0,55.9,75,30.06,10.0,SSW,9.2,-,N/A,,Overcast,200,2014-04-14 08:51:00
5:10 AM,64.4,55.4,73,30.07,10.0,SSW,9.2,-,N/A,,Overcast,200,2014-04-14 09:10:00
5:51 AM,64.0,55.9,75,30.06,10.0,SSW,11.5,-,N/A,,Overcast,200,2014-04-14 09:51:00
6:51 AM,63.0,55.0,75,30.06,10.0,SSW,10.4,19.6,N/A,,Mostly Cloudy,200,2014-04-14 10:51:00
7:51 AM,64.0,55.9,75,30.06,10.0,South,9.2,18.4,N/A,,Mostly Cloudy,190,2014-04-14 11:51:00
8:51 AM,66.0,57.0,73,30.06,10.0,SSW,10.4,-,N/A,,Overcast,210,2014-04-14 12:51:00
9:51 AM,69.1,57.0,65,30.06,10.0,SSW,11.5,-,N/A,,Overcast,210,2014-04-14 13:51:00
10:51 AM,73.4,57.2,57,30.06,10.0,SSW,17.3,23.0,N/A,,Overcast,210,2014-04-14 14:51:00
11:51 AM,73.9,55.9,53,30.04,10.0,SSW,13.8,-,N/A,,Overcast,210,2014-04-14 15:51:00
12:51 PM,75.0,57.0,53,30.02,10.0,SW,12.7,-,N/A,,Overcast,220,2014-04-14 16:51:00
1:51 PM,71.6,55.4,57,30.02,10.0,WSW,11.5,-,N/A,,Overcast,240,2014-04-14 17:51:00
2:51 PM,75.9,57.0,52,29.98,10.0,WSW,13.8,-,0.00,,Overcast,240,2014-04-14 18:51:00
3:51 PM,73.9,55.9,53,29.95,10.0,WSW,13.8,-,N/A,,Overcast,240,2014-04-14 19:51:00
4:51 PM,75.0,57.0,53,29.92,10.0,South,9.2,-,N/A,,Overcast,180,2014-04-14 20:51:00
5:51 PM,66.9,63.0,87,29.93,8.0,SSW,11.5,-,0.00,,Overcast,200,2014-04-14 21:51:00
6:07 PM,66.2,62.6,88,29.94,4.0,SW,16.1,21.9,0.00,Rain,Light Rain,220,2014-04-14 22:07:00
6:19 PM,66.2,62.6,88,29.94,2.5,SSW,12.7,-,0.01,Rain,Light Rain,210,2014-04-14 22:19:00
6:41 PM,66.2,62.6,88,29.93,4.0,SSW,8.1,-,0.03,Rain,Light Rain,200,2014-04-14 22:41:00
6:51 PM,66.0,63.0,90,29.92,7.0,SSW,8.1,-,0.03,Rain,Light Rain,210,2014-04-14 22:51:00
7:51 PM,66.0,61.0,84,29.90,10.0,South,6.9,-,0.00,,Mostly Cloudy,170,2014-04-14 23:51:00
8:51 PM,64.0,60.1,87,29.89,10.0,South,5.8,-,N/A,,Mostly Cloudy,180,2014-04-15 00:51:00
9:51 PM,64.9,60.1,84,29.89,10.0,South,8.1,-,N/A,,Overcast,190,2014-04-15 01:51:00
10:51 PM,66.0,61.0,84,29.86,10.0,South,9.2,18.4,N/A,,Overcast,190,2014-04-15 02:51:00
11:51 PM,66.0,61.0,84,29.85,10.0,South,11.5,-,N/A,,Mostly Cloudy,180,2014-04-15 03:51:00
