TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
1:51 AM,63.0,59.0,87,30.22,10.0,NE,3.5,-,N/A,,Overcast,50,2014-09-15 05:51:00
2:51 AM,63.0,60.1,90,30.22,10.0,Calm,Calm,-,0.00,,Overcast,0,2014-09-15 06:51:00
3:51 AM,63.0,59.0,87,30.21,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-15 07:51:00
4:51 AM,62.6,60.8,94,30.22,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-15 08:51:00
5:51 AM,64.0,59.0,84,30.22,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-15 09:51:00
6:51 AM,64.0,59.0,84,30.22,10.0,ESE,3.5,-,N/A,,Overcast,120,2014-09-15 10:51:00
7:51 AM,64.0,60.1,87,30.24,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-15 11:51:00
8:51 AM,64.9,57.9,78,30.25,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-15 12:51:00
9:51 AM,66.0,59.0,78,30.25,10.0,SSE,3.5,-,N/A,,Overcast,160,2014-09-15 13:51:00
10:51 AM,66.9,60.1,79,30.25,10.0,South,3.5,-,N/A,,Overcast,170,2014-09-15 14:51:00
11:51 AM,69.1,61.0,75,30.22,10.0,South,4.6,-,N/A,,Mostly Cloudy,190,2014-09-15 15:51:00
12:51 PM,72.0,61.0,68,30.20,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-09-15 16:51:00
1:51 PM,73.4,60.8,65,30.19,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-09-15 17:51:00
2:51 PM,75.0,62.1,64,30.16,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-09-15 18:51:00
3:51 PM,73.0,62.1,68,30.14,10.0,SE,3.5,-,N/A,,Overcast,140,2014-09-15 19:51:00
4:51 PM,72.0,63.0,73,30.14,10.0,SSE,5.8,-,N/A,,Overcast,160,2014-09-15 20:51:00
5:51 PM,71.1,64.0,78,30.13,10.0,South,4.6,-,N/A,,Overcast,170,2014-09-15 21:51:00
6:51 PM,71.1,64.0,78,30.14,10.0,South,4.6,-,N/A,,Overcast,170,2014-09-15 22:51:00
7:51 PM,71.1,64.0,78,30.14,10.0,South,4.6,-,N/A,,Overcast,170,2014-09-15 23:51:00
8:51 PM,70.0,64.9,84,30.14,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-09-16 00:51:00
9:30 PM,69.8,64.4,83,30.15,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-09-16 01:30:00
9:51 PM,70.0,64.9,84,30.14,10.0,SE,3.5,-,N/A,,Mostly Cloudy,140,2014-09-16 01:51:00
10:30 PM,69.8,64.4,83,30.14,10.0,SSE,3.5,-,N/A,,Overcast,160,2014-09-16 02:30:00
10:51 PM,69.1,64.9,87,30.12,10.0,South,3.5,-,N/A,,Overcast,180,2014-09-16 02:51:00
11:09 PM,69.8,64.4,83,30.12,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,2014-09-16 03:09:00
11:51 PM,69.1,64.9,87,30.10,10.0,SSW,4.6,-,N/A,,Mostly Cloudy,200,2014-09-16 03:51:00
