TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:31 AM,64.4,60.8,88,29.70,10.0,SW,10.4,-,0.00,Rain,Light Rain,220,2014-12-25 05:31:00
12:51 AM,64.0,60.1,87,29.70,10.0,SW,11.5,-,0.00,Rain,Light Rain,220,2014-12-25 05:51:00
1:23 AM,62.6,60.8,94,29.70,10.0,West,10.4,-,0.02,Rain,Light Rain,270,2014-12-25 06:23:00
1:51 AM,62.1,57.0,84,29.71,8.0,WSW,9.2,20.7,0.02,Rain,Light Rain,250,2014-12-25 06:51:00
2:51 AM,60.1,55.9,86,29.73,10.0,WSW,9.2,-,0.01,Rain,Light Rain,240,2014-12-25 07:51:00
3:51 AM,59.0,53.1,81,29.73,10.0,WSW,13.8,-,0.00,,Overcast,240,2014-12-25 08:51:00
4:51 AM,57.0,50.0,77,29.77,10.0,West,8.1,-,N/A,,Mostly Cloudy,270,2014-12-25 09:51:00
5:08 AM,57.2,48.2,72,29.79,10.0,West,10.4,-,N/A,,Mostly Cloudy,280,2014-12-25 10:08:00
5:51 AM,55.0,46.0,72,29.84,10.0,West,5.8,-,N/A,,Mostly Cloudy,270,2014-12-25 10:51:00
6:51 AM,53.1,41.0,64,29.86,10.0,WNW,3.5,-,N/A,,Mostly Cloudy,300,2014-12-25 11:51:00
7:51 AM,52.0,39.9,63,29.94,10.0,West,4.6,-,N/A,,Mostly Cloudy,280,2014-12-25 12:51:00
8:51 AM,52.0,39.0,61,29.99,10.0,West,6.9,-,N/A,,Mostly Cloudy,280,2014-12-25 13:51:00
9:51 AM,53.1,35.1,50,30.02,10.0,WNW,11.5,18.4,N/A,,Scattered Clouds,290,2014-12-25 14:51:00
10:51 AM,54.0,35.1,49,30.05,10.0,West,9.2,17.3,N/A,,Scattered Clouds,270,2014-12-25 15:51:00
11:51 AM,55.0,35.1,47,30.05,10.0,West,11.5,19.6,N/A,,Scattered Clouds,280,2014-12-25 16:51:00
12:51 PM,55.9,34.0,44,30.06,10.0,Variable,4.6,17.3,N/A,,Scattered Clouds,0,2014-12-25 17:51:00
1:51 PM,55.9,33.1,42,30.07,10.0,WNW,10.4,19.6,N/A,,Clear,290,2014-12-25 18:51:00
2:51 PM,55.9,32.0,40,30.09,10.0,Variable,5.8,-,N/A,,Clear,0,2014-12-25 19:51:00
3:51 PM,55.0,30.9,40,30.11,10.0,NW,8.1,-,N/A,,Clear,320,2014-12-25 20:51:00
4:51 PM,53.1,30.9,43,30.14,10.0,Variable,3.5,-,N/A,,Clear,0,2014-12-25 21:51:00
5:51 PM,48.0,33.1,56,30.16,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-25 22:51:00
6:51 PM,44.1,32.0,63,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-25 23:51:00
7:51 PM,43.0,33.1,68,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-26 00:51:00
8:51 PM,39.0,33.1,79,30.24,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-26 01:51:00
9:51 PM,39.0,33.1,79,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-26 02:51:00
10:51 PM,36.0,32.0,86,30.27,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-26 03:51:00
11:51 PM,36.0,32.0,86,30.27,10.0,ESE,3.5,-,N/A,,Clear,110,2014-12-26 04:51:00
