TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,63.0,39.9,43,30.02,10.0,WSW,5.8,-,N/A,,Partly Cloudy,240,2014-04-03 04:51:00
1:51 AM,63.0,39.0,41,30.01,10.0,SW,4.6,-,N/A,,Partly Cloudy,220,2014-04-03 05:51:00
2:51 AM,60.1,41.0,49,30.01,10.0,SW,5.8,-,N/A,,Partly Cloudy,230,2014-04-03 06:51:00
3:51 AM,57.9,39.0,49,30.00,10.0,SW,6.9,-,N/A,,Partly Cloudy,230,2014-04-03 07:51:00
4:51 AM,59.0,39.0,48,30.00,10.0,North,3.5,-,N/A,,Partly Cloudy,350,2014-04-03 08:51:00
5:51 AM,55.9,39.9,55,29.99,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-04-03 09:51:00
6:51 AM,52.0,42.1,69,30.02,10.0,North,3.5,-,N/A,,Scattered Clouds,10,2014-04-03 10:51:00
7:51 AM,52.0,44.1,74,30.04,10.0,NE,3.5,-,N/A,,Mostly Cloudy,50,2014-04-03 11:51:00
8:51 AM,55.0,44.1,67,30.08,10.0,NNW,5.8,-,N/A,,Mostly Cloudy,330,2014-04-03 12:51:00
9:51 AM,55.9,45.0,67,30.08,10.0,West,6.9,-,0.00,,Mostly Cloudy,260,2014-04-03 13:51:00
10:51 AM,60.1,45.0,57,30.06,10.0,NNE,8.1,-,N/A,,Overcast,30,2014-04-03 14:51:00
11:51 AM,64.4,46.4,52,30.08,10.0,West,6.9,-,N/A,,Overcast,270,2014-04-03 15:51:00
12:51 PM,64.9,48.0,54,30.03,10.0,SE,4.6,-,N/A,,Overcast,130,2014-04-03 16:51:00
1:51 PM,69.8,48.2,46,30.02,10.0,SSE,4.6,-,N/A,,Mostly Cloudy,150,2014-04-03 17:51:00
2:51 PM,73.0,48.9,42,29.98,10.0,SSE,3.5,-,N/A,,Mostly Cloudy,160,2014-04-03 18:51:00
3:51 PM,75.0,52.0,44,29.95,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2014-04-03 19:51:00
4:24 PM,75.2,51.8,44,29.96,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2014-04-03 20:24:00
4:51 PM,77.0,51.8,41,29.94,8.0,SW,6.9,-,N/A,,Mostly Cloudy,220,2014-04-03 20:51:00
5:51 PM,77.0,50.0,39,29.92,8.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-04-03 21:51:00
6:51 PM,75.9,48.0,37,29.92,10.0,South,5.8,-,N/A,,Mostly Cloudy,170,2014-04-03 22:51:00
7:51 PM,71.1,48.9,45,29.91,10.0,SE,3.5,-,N/A,,Mostly Cloudy,130,2014-04-03 23:51:00
8:51 PM,69.1,48.9,49,29.91,10.0,ESE,4.6,-,N/A,,Mostly Cloudy,120,2014-04-04 00:51:00
9:51 PM,68.0,48.0,49,29.91,10.0,SSE,4.6,-,N/A,,Mostly Cloudy,150,2014-04-04 01:51:00
10:51 PM,66.9,46.9,49,29.91,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-04-04 02:51:00
11:51 PM,66.9,45.0,45,29.90,10.0,SW,3.5,-,N/A,,Scattered Clouds,220,2014-04-04 03:51:00
