TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,73.4,59.0,61,30.06,10.0,South,6.9,-,N/A,,Partly Cloudy,190,2014-07-07 04:51:00
1:51 AM,72.0,62.1,71,30.04,10.0,SSW,10.4,-,N/A,,Partly Cloudy,210,2014-07-07 05:51:00
2:51 AM,71.1,63.0,75,30.03,10.0,SW,9.2,-,N/A,,Partly Cloudy,230,2014-07-07 06:51:00
3:51 AM,70.0,64.0,81,30.02,10.0,SW,8.1,-,N/A,,Partly Cloudy,230,2014-07-07 07:51:00
4:51 AM,68.0,64.0,87,30.03,10.0,SW,5.8,-,N/A,,Partly Cloudy,230,2014-07-07 08:51:00
5:51 AM,66.9,64.0,90,30.03,10.0,WSW,3.5,-,N/A,,Scattered Clouds,240,2014-07-07 09:51:00
6:51 AM,70.0,66.0,87,30.04,10.0,SW,9.2,-,N/A,,Partly Cloudy,220,2014-07-07 10:51:00
7:51 AM,73.0,66.9,81,30.05,10.0,SW,8.1,-,N/A,,Scattered Clouds,230,2014-07-07 11:51:00
8:51 AM,75.9,68.0,76,30.07,10.0,SW,9.2,-,N/A,,Mostly Cloudy,230,2014-07-07 12:51:00
9:51 AM,80.1,69.1,69,30.06,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,240,2014-07-07 13:51:00
10:51 AM,84.0,69.1,61,30.05,10.0,SW,11.5,-,N/A,,Mostly Cloudy,220,2014-07-07 14:51:00
11:51 AM,86.0,68.0,55,30.04,10.0,SW,12.7,16.1,N/A,,Mostly Cloudy,220,2014-07-07 15:51:00
12:51 PM,88.0,64.9,46,30.01,10.0,WSW,15.0,-,N/A,,Mostly Cloudy,240,2014-07-07 16:51:00
1:51 PM,91.0,64.0,41,29.99,10.0,West,8.1,18.4,N/A,,Mostly Cloudy,270,2014-07-07 17:51:00
2:51 PM,93.0,60.1,33,29.97,10.0,WSW,13.8,19.6,N/A,,Mostly Cloudy,240,2014-07-07 18:51:00
3:51 PM,91.9,61.0,35,29.96,10.0,WSW,16.1,20.7,N/A,,Mostly Cloudy,240,2014-07-07 19:51:00
4:51 PM,93.9,61.0,33,29.95,10.0,WSW,15.0,25.3,N/A,,Scattered Clouds,240,2014-07-07 20:51:00
5:51 PM,93.0,61.0,34,29.94,10.0,SW,16.1,23.0,N/A,,Scattered Clouds,230,2014-07-07 21:51:00
6:51 PM,90.0,61.0,38,29.92,10.0,SW,12.7,-,N/A,,Mostly Cloudy,230,2014-07-07 22:51:00
7:51 PM,89.1,62.1,40,29.92,10.0,SW,13.8,-,N/A,,Mostly Cloudy,230,2014-07-07 23:51:00
8:51 PM,86.0,64.0,48,29.93,10.0,SW,12.7,-,N/A,,Mostly Cloudy,220,2014-07-08 00:51:00
9:51 PM,82.9,64.0,53,29.96,10.0,SW,6.9,-,N/A,,Scattered Clouds,230,2014-07-08 01:51:00
10:51 PM,79.0,64.9,62,29.98,10.0,SW,6.9,-,N/A,,Partly Cloudy,230,2014-07-08 02:51:00
11:51 PM,80.1,66.0,62,29.99,10.0,SW,8.1,-,N/A,,Partly Cloudy,220,2014-07-08 03:51:00
