TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.9,44.1,60,30.06,10.0,West,6.9,-,N/A,,Partly Cloudy,280,2014-05-17 04:51:00
1:51 AM,55.9,42.1,60,30.05,10.0,WNW,4.6,-,N/A,,Partly Cloudy,290,2014-05-17 05:51:00
2:51 AM,54.0,37.9,55,30.06,10.0,WNW,4.6,-,N/A,,Clear,290,2014-05-17 06:51:00
3:51 AM,52.0,39.0,61,30.07,10.0,NW,3.5,-,N/A,,Clear,310,2014-05-17 07:51:00
4:51 AM,50.0,39.2,66,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-05-17 08:51:00
5:51 AM,48.0,39.0,71,30.11,10.0,West,3.5,-,N/A,,Clear,270,2014-05-17 09:51:00
6:51 AM,48.0,39.0,71,30.14,10.0,West,3.5,-,N/A,,Clear,260,2014-05-17 10:51:00
7:51 AM,52.0,39.9,63,30.17,10.0,WNW,6.9,-,N/A,,Partly Cloudy,290,2014-05-17 11:51:00
8:51 AM,57.0,39.9,53,30.17,10.0,West,3.5,-,N/A,,Clear,280,2014-05-17 12:51:00
9:51 AM,60.1,37.9,44,30.17,10.0,WNW,9.2,-,N/A,,Scattered Clouds,300,2014-05-17 13:51:00
10:51 AM,62.1,36.0,38,30.17,10.0,WNW,9.2,17.3,N/A,,Partly Cloudy,300,2014-05-17 14:51:00
11:51 AM,64.9,35.1,33,30.17,10.0,NNW,8.1,20.7,N/A,,Partly Cloudy,340,2014-05-17 15:51:00
12:51 PM,66.0,36.0,33,30.14,10.0,NW,11.5,21.9,N/A,,Scattered Clouds,310,2014-05-17 16:51:00
1:51 PM,69.1,39.0,33,30.14,10.0,West,8.1,-,N/A,,Scattered Clouds,280,2014-05-17 17:51:00
2:51 PM,70.0,39.0,32,30.13,10.0,NW,9.2,16.1,N/A,,Scattered Clouds,310,2014-05-17 18:51:00
3:51 PM,71.1,41.0,34,30.12,10.0,West,10.4,18.4,N/A,,Scattered Clouds,270,2014-05-17 19:51:00
4:51 PM,68.0,39.0,35,30.12,10.0,WNW,10.4,-,N/A,,Scattered Clouds,290,2014-05-17 20:51:00
5:51 PM,68.0,39.2,35,30.12,10.0,WNW,6.9,-,N/A,,Mostly Cloudy,290,2014-05-17 21:51:00
6:51 PM,66.0,42.1,42,30.13,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-05-17 22:51:00
7:51 PM,64.0,43.0,46,30.13,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-05-17 23:51:00
8:51 PM,60.8,46.4,59,30.15,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-05-18 00:51:00
9:51 PM,61.0,46.9,60,30.16,10.0,East,3.5,-,N/A,,Overcast,90,2014-05-18 01:51:00
10:51 PM,62.1,46.9,58,30.16,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-05-18 02:51:00
11:51 PM,61.0,48.0,62,30.17,10.0,NE,3.5,-,N/A,,Overcast,40,2014-05-18 03:51:00
