TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.0,54.0,89,29.86,10.0,SSW,15.0,26.5,N/A,,Overcast,210,2012-01-18 05:51:00
1:51 AM,57.0,54.0,89,29.88,10.0,WSW,11.5,-,N/A,,Overcast,250,2012-01-18 06:51:00
2:51 AM,55.9,54.0,93,29.87,5.0,WSW,8.1,-,0.03,Rain,Light Rain,240,2012-01-18 07:51:00
3:51 AM,55.9,54.0,93,29.86,8.0,WSW,8.1,-,0.02,,Overcast,240,2012-01-18 08:51:00
4:51 AM,55.4,53.6,94,29.87,9.0,WSW,5.8,-,N/A,Rain,Light Rain,250,2012-01-18 09:51:00
5:51 AM,52.0,46.0,80,29.91,10.0,Variable,4.6,-,0.01,,Overcast,0,2012-01-18 10:51:00
6:51 AM,46.9,39.9,77,29.96,10.0,Variable,4.6,-,0.04,Rain,Light Rain,0,2012-01-18 11:51:00
7:51 AM,46.0,30.9,56,29.99,10.0,Variable,4.6,-,0.00,,Mostly Cloudy,0,2012-01-18 12:51:00
8:51 AM,45.0,28.0,52,30.03,10.0,North,9.2,19.6,N/A,,Scattered Clouds,350,2012-01-18 13:51:00
9:51 AM,46.0,28.0,50,30.05,10.0,North,10.4,19.6,N/A,,Scattered Clouds,350,2012-01-18 14:51:00
10:51 AM,46.9,24.1,41,30.06,10.0,NW,11.5,19.6,N/A,,Partly Cloudy,320,2012-01-18 15:51:00
11:51 AM,46.9,21.9,37,30.06,10.0,North,10.4,17.3,N/A,,Scattered Clouds,10,2012-01-18 16:51:00
12:51 PM,48.0,21.9,36,30.03,10.0,North,8.1,16.1,N/A,,Scattered Clouds,350,2012-01-18 17:51:00
1:51 PM,48.0,21.0,34,30.01,10.0,NNE,6.9,16.1,N/A,,Scattered Clouds,30,2012-01-18 18:51:00
2:51 PM,48.9,21.9,35,30.02,10.0,Variable,5.8,-,N/A,,Partly Cloudy,0,2012-01-18 19:51:00
3:51 PM,48.9,19.9,32,30.04,10.0,NNE,5.8,-,N/A,,Partly Cloudy,20,2012-01-18 20:51:00
4:51 PM,48.0,19.0,32,30.04,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-01-18 21:51:00
5:51 PM,45.0,21.0,39,30.07,10.0,North,3.5,-,N/A,,Partly Cloudy,10,2012-01-18 22:51:00
6:51 PM,42.1,19.9,41,30.10,10.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2012-01-18 23:51:00
7:51 PM,39.9,19.0,43,30.10,10.0,North,3.5,-,N/A,,Partly Cloudy,350,2012-01-19 00:51:00
8:51 PM,39.0,19.0,45,30.09,10.0,NNE,5.8,-,N/A,,Mostly Cloudy,20,2012-01-19 01:51:00
9:51 PM,37.9,18.0,45,30.12,10.0,NNE,5.8,-,N/A,,Overcast,20,2012-01-19 02:51:00
10:51 PM,37.0,18.0,46,30.14,10.0,NNE,5.8,-,N/A,,Mostly Cloudy,20,2012-01-19 03:51:00
11:51 PM,36.0,19.0,50,30.14,10.0,NNE,6.9,-,N/A,,Mostly Cloudy,30,2012-01-19 04:51:00
