TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,73.9,72.0,93,30.05,10.0,Calm,Calm,-,0.02,,Overcast,0,2012-08-07 04:51:00
1:51 AM,73.9,72.0,93,30.04,10.0,West,3.5,-,0.02,,Overcast,260,2012-08-07 05:51:00
2:51 AM,73.9,72.0,93,30.01,10.0,SW,4.6,-,0.02,,Overcast,230,2012-08-07 06:51:00
3:37 AM,75.2,71.6,89,30.01,10.0,SSW,4.6,-,N/A,,Overcast,200,2012-08-07 07:37:00
3:51 AM,75.0,73.0,94,30.00,10.0,SSW,3.5,-,N/A,,Overcast,200,2012-08-07 07:51:00
4:51 AM,73.9,72.0,93,30.00,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-08-07 08:51:00
5:07 AM,73.4,73.4,100,30.01,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-08-07 09:07:00
5:51 AM,75.0,73.0,94,30.01,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2012-08-07 09:51:00
6:51 AM,75.0,72.0,90,30.03,3.0,SW,6.9,-,N/A,,Overcast,230,2012-08-07 10:51:00
7:18 AM,75.2,73.4,94,30.04,2.5,WSW,6.9,-,0.00,Rain,Light Rain,240,2012-08-07 11:18:00
7:51 AM,75.0,73.0,94,30.04,2.5,SW,8.1,-,0.01,Rain,Light Rain,230,2012-08-07 11:51:00
8:51 AM,75.0,73.0,94,30.04,3.0,SW,6.9,-,0.02,Rain,Light Rain,230,2012-08-07 12:51:00
9:51 AM,75.9,73.0,91,30.05,6.0,SW,6.9,-,0.01,Rain,Light Rain,220,2012-08-07 13:51:00
10:51 AM,77.0,73.0,88,30.04,8.0,WSW,5.8,-,0.00,Rain,Light Rain,240,2012-08-07 14:51:00
11:51 AM,79.0,73.0,82,30.04,10.0,West,4.6,-,0.00,,Overcast,270,2012-08-07 15:51:00
12:51 PM,81.0,73.0,77,30.02,10.0,WSW,3.5,-,N/A,,Mostly Cloudy,240,2012-08-07 16:51:00
1:51 PM,84.0,73.0,69,30.01,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,250,2012-08-07 17:51:00
2:31 PM,84.2,73.4,70,30.01,10.0,SSW,9.2,-,N/A,,Mostly Cloudy,200,2012-08-07 18:31:00
2:51 PM,82.0,72.0,71,30.00,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2012-08-07 18:51:00
3:51 PM,82.0,73.0,74,29.98,10.0,WSW,4.6,-,N/A,,Mostly Cloudy,240,2012-08-07 19:51:00
4:51 PM,81.0,73.0,77,29.99,10.0,West,4.6,-,0.00,,Overcast,270,2012-08-07 20:51:00
5:51 PM,78.1,71.1,79,29.99,10.0,South,11.5,-,0.00,,Mostly Cloudy,190,2012-08-07 21:51:00
6:51 PM,78.1,70.0,76,29.98,10.0,South,6.9,-,N/A,,Mostly Cloudy,180,2012-08-07 22:51:00
7:51 PM,77.0,72.0,84,29.99,10.0,South,5.8,-,N/A,,Overcast,190,2012-08-07 23:51:00
8:51 PM,75.0,72.0,90,30.01,10.0,South,3.5,-,N/A,,Overcast,180,2012-08-08 00:51:00
9:51 PM,75.0,71.1,87,30.02,10.0,South,5.8,-,N/A,,Overcast,190,2012-08-08 01:51:00
10:51 PM,75.0,71.1,87,30.01,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2012-08-08 02:51:00
11:51 PM,73.9,72.0,93,30.00,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2012-08-08 03:51:00
