TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,69.1,66.0,90,29.89,10.0,Variable,3.5,-,0.01,Rain,Light Rain,0,2012-05-06 04:51:00
1:51 AM,69.1,66.9,93,29.89,6.0,NNE,5.8,-,0.00,,Mostly Cloudy,20,2012-05-06 05:51:00
2:51 AM,69.1,66.9,93,29.89,6.0,NNE,5.8,-,0.01,,Mostly Cloudy,30,2012-05-06 06:51:00
3:51 AM,68.0,66.0,93,29.89,6.0,NNE,6.9,-,N/A,,Overcast,30,2012-05-06 07:51:00
4:51 AM,66.9,64.0,90,29.89,6.0,NE,12.7,18.4,N/A,,Mostly Cloudy,40,2012-05-06 08:51:00
5:51 AM,66.9,64.0,90,29.91,6.0,NE,10.4,-,N/A,,Mostly Cloudy,40,2012-05-06 09:51:00
6:12 AM,66.2,64.4,94,29.93,8.0,NE,6.9,-,N/A,,Overcast,40,2012-05-06 10:12:00
6:51 AM,66.0,64.0,93,29.93,7.0,NE,8.1,-,N/A,,Overcast,40,2012-05-06 10:51:00
7:51 AM,66.9,64.0,90,29.94,7.0,NE,6.9,-,N/A,,Overcast,40,2012-05-06 11:51:00
8:27 AM,68.0,64.4,88,29.96,9.0,NNE,6.9,-,N/A,,Mostly Cloudy,30,2012-05-06 12:27:00
8:51 AM,68.0,64.0,87,29.96,8.0,NE,6.9,-,N/A,,Overcast,40,2012-05-06 12:51:00
9:25 AM,66.2,64.4,94,29.99,10.0,NNE,3.5,-,N/A,,Overcast,30,2012-05-06 13:25:00
9:51 AM,68.0,64.0,87,29.99,10.0,NNE,8.1,-,N/A,,Mostly Cloudy,30,2012-05-06 13:51:00
10:51 AM,70.0,64.0,81,30.02,10.0,NE,10.4,18.4,N/A,,Mostly Cloudy,40,2012-05-06 14:51:00
11:51 AM,70.0,64.0,81,30.03,10.0,NNE,8.1,-,N/A,,Mostly Cloudy,20,2012-05-06 15:51:00
12:51 PM,71.1,64.0,78,30.03,10.0,NNE,9.2,-,N/A,,Mostly Cloudy,20,2012-05-06 16:51:00
1:51 PM,71.1,64.0,78,30.02,10.0,NNE,13.8,18.4,N/A,,Mostly Cloudy,30,2012-05-06 17:51:00
2:51 PM,71.1,64.0,78,30.02,10.0,NE,6.9,-,N/A,,Overcast,40,2012-05-06 18:51:00
3:51 PM,71.1,63.0,75,30.00,10.0,NE,10.4,-,N/A,,Overcast,50,2012-05-06 19:51:00
4:51 PM,71.1,63.0,75,30.00,10.0,ENE,6.9,-,N/A,,Overcast,60,2012-05-06 20:51:00
5:51 PM,71.1,61.0,70,29.99,10.0,East,6.9,-,N/A,,Overcast,90,2012-05-06 21:51:00
6:51 PM,71.1,62.1,73,30.00,10.0,NE,6.9,-,N/A,,Mostly Cloudy,50,2012-05-06 22:51:00
7:37 PM,69.8,62.6,78,30.01,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2012-05-06 23:37:00
7:51 PM,68.0,62.1,81,30.00,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2012-05-06 23:51:00
8:51 PM,64.9,62.1,90,30.01,10.0,NE,3.5,-,N/A,,Mostly Cloudy,50,2012-05-07 00:51:00
9:51 PM,64.0,61.0,90,30.03,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-05-07 01:51:00
10:51 PM,62.1,61.0,96,30.03,9.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-05-07 02:51:00
11:51 PM,64.9,61.0,87,30.04,10.0,East,9.2,-,N/A,,Scattered Clouds,80,2012-05-07 03:51:00
