TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:18 AM,71.6,69.8,94,30.04,7.0,East,4.6,-,0.06,Rain,Rain,100,2012-09-03 04:18:00
12:51 AM,73.0,71.1,93,30.01,7.0,ESE,3.5,-,0.16,Rain,Rain,120,2012-09-03 04:51:00
1:51 AM,73.0,71.1,93,29.98,10.0,Calm,Calm,-,0.05,,Overcast,0,2012-09-03 05:51:00
2:51 AM,73.0,71.1,93,29.98,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-09-03 06:51:00
3:51 AM,72.0,70.0,93,29.98,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-09-03 07:51:00
4:51 AM,72.0,70.0,93,29.99,10.0,SSW,3.5,-,N/A,,Mostly Cloudy,210,2012-09-03 08:51:00
5:51 AM,71.1,70.0,96,29.99,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-09-03 09:51:00
6:51 AM,72.0,70.0,93,30.01,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-09-03 10:51:00
7:19 AM,73.4,69.8,88,30.04,8.0,East,3.5,-,N/A,,Overcast,100,2012-09-03 11:19:00
7:35 AM,73.4,71.6,94,30.04,0.5,ESE,4.6,-,N/A,Fog,Fog,120,2012-09-03 11:35:00
7:51 AM,73.0,71.1,93,30.03,0.5,ESE,4.6,-,N/A,Fog,Fog,110,2012-09-03 11:51:00
8:51 AM,73.4,71.6,94,30.05,0.2,Calm,Calm,-,N/A,Fog,Fog,0,2012-09-03 12:51:00
9:51 AM,75.0,73.0,94,30.04,0.2,Calm,Calm,-,N/A,Fog,Fog,0,2012-09-03 13:51:00
10:34 AM,75.2,73.4,94,30.07,1.0,SE,5.8,-,N/A,,Overcast,140,2012-09-03 14:34:00
10:51 AM,77.0,73.9,90,30.06,2.0,SSE,4.6,-,N/A,,Overcast,150,2012-09-03 14:51:00
11:14 AM,78.8,73.4,83,30.07,2.0,Variable,6.9,-,N/A,,Overcast,0,2012-09-03 15:14:00
11:21 AM,78.8,73.4,83,30.07,4.0,Variable,4.6,-,N/A,,Overcast,0,2012-09-03 15:21:00
11:51 AM,79.0,73.9,84,30.06,5.0,SE,6.9,-,N/A,,Mostly Cloudy,130,2012-09-03 15:51:00
12:23 PM,80.6,73.4,79,30.06,7.0,SSE,3.5,-,N/A,,Mostly Cloudy,160,2012-09-03 16:23:00
12:51 PM,82.0,73.9,76,30.04,8.0,SSE,5.8,-,N/A,,Mostly Cloudy,150,2012-09-03 16:51:00
1:28 PM,84.2,75.2,74,30.04,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-09-03 17:28:00
1:51 PM,84.2,75.2,74,30.03,10.0,SE,6.9,-,N/A,,Mostly Cloudy,140,2012-09-03 17:51:00
2:51 PM,87.1,73.9,65,29.99,10.0,Variable,6.9,-,N/A,,Mostly Cloudy,0,2012-09-03 18:51:00
3:51 PM,88.0,75.0,65,29.96,10.0,SE,5.8,-,N/A,,Mostly Cloudy,130,2012-09-03 19:51:00
4:51 PM,84.0,75.0,74,29.96,10.0,East,6.9,-,N/A,,Mostly Cloudy,90,2012-09-03 20:51:00
5:25 PM,84.2,73.4,70,29.98,10.0,ESE,5.8,-,N/A,Thunderstorm,Thunderstorm,110,2012-09-03 21:25:00
5:51 PM,82.9,73.9,74,29.99,3.0,South,12.7,-,0.00,Rain-Thunderstorm,Heavy Thunderstorms and Rain,190,2012-09-03 21:51:00
6:44 PM,73.4,71.6,94,30.02,2.0,NNW,9.2,23.0,0.49,Rain-Thunderstorm,Heavy Thunderstorms and Rain,330,2012-09-03 22:44:00
6:51 PM,73.4,71.6,94,30.01,7.0,North,8.1,20.7,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,360,2012-09-03 22:51:00
7:51 PM,75.0,72.0,90,30.01,10.0,Calm,Calm,-,0.03,Thunderstorm,Thunderstorm,0,2012-09-03 23:51:00
8:51 PM,75.0,73.0,94,30.02,10.0,South,3.5,-,N/A,Thunderstorm,Thunderstorm,180,2012-09-04 00:51:00
9:28 PM,75.2,71.6,89,30.04,10.0,ESE,10.4,-,N/A,,Overcast,120,2012-09-04 01:28:00
9:51 PM,73.9,72.0,93,30.03,10.0,SE,9.2,-,N/A,,Overcast,140,2012-09-04 01:51:00
10:06 PM,73.4,71.6,94,30.04,10.0,SE,10.4,-,N/A,,Mostly Cloudy,130,2012-09-04 02:06:00
10:51 PM,73.9,72.0,93,30.03,10.0,South,3.5,-,N/A,,Mostly Cloudy,170,2012-09-04 02:51:00
11:51 PM,73.9,72.0,93,30.02,10.0,Calm,Calm,-,0.00,,Mostly Cloudy,0,2012-09-04 03:51:00
