TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,80.1,70.0,71,29.94,10.0,WSW,6.9,-,N/A,,Partly Cloudy,240,2012-07-18 04:51:00
1:51 AM,77.0,70.0,79,29.94,10.0,SW,8.1,-,N/A,,Scattered Clouds,220,2012-07-18 05:51:00
2:51 AM,75.9,70.0,82,29.94,10.0,SW,5.8,-,N/A,,Partly Cloudy,220,2012-07-18 06:51:00
3:51 AM,75.9,72.0,87,29.93,10.0,SW,5.8,-,N/A,,Partly Cloudy,230,2012-07-18 07:51:00
4:51 AM,75.9,72.0,87,29.93,9.0,SW,5.8,-,N/A,,Partly Cloudy,230,2012-07-18 08:51:00
5:51 AM,75.0,72.0,90,29.94,8.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-18 09:51:00
6:51 AM,75.9,72.0,87,29.96,8.0,SW,9.2,-,N/A,,Scattered Clouds,220,2012-07-18 10:51:00
7:51 AM,78.1,73.0,84,29.97,9.0,SW,10.4,-,N/A,,Scattered Clouds,220,2012-07-18 11:51:00
8:51 AM,82.0,73.0,74,29.98,10.0,SSW,8.1,-,N/A,,Partly Cloudy,210,2012-07-18 12:51:00
9:51 AM,86.0,73.0,65,29.99,10.0,Variable,6.9,-,N/A,,Scattered Clouds,0,2012-07-18 13:51:00
10:51 AM,89.1,73.9,61,29.99,10.0,SW,8.1,-,N/A,,Partly Cloudy,220,2012-07-18 14:51:00
11:51 AM,93.9,73.0,51,29.98,10.0,SW,9.2,-,N/A,,Scattered Clouds,220,2012-07-18 15:51:00
12:51 PM,93.0,72.0,50,29.97,10.0,SW,11.5,16.1,N/A,,Scattered Clouds,220,2012-07-18 16:51:00
1:51 PM,93.9,71.1,47,29.96,10.0,SW,15.0,19.6,N/A,,Scattered Clouds,220,2012-07-18 17:51:00
2:51 PM,93.9,70.0,46,29.94,10.0,WSW,13.8,25.3,N/A,,Scattered Clouds,250,2012-07-18 18:51:00
3:14 PM,93.2,69.8,46,29.95,10.0,SW,8.1,-,N/A,Thunderstorm,Thunderstorm,230,2012-07-18 19:14:00
3:51 PM,87.1,71.1,59,29.93,10.0,East,6.9,-,N/A,Thunderstorm,Thunderstorm,80,2012-07-18 19:51:00
4:51 PM,91.0,71.1,52,29.91,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-07-18 20:51:00
5:20 PM,96.8,69.8,41,29.92,10.0,SW,13.8,18.4,N/A,Thunderstorm,Thunderstorm,230,2012-07-18 21:20:00
5:36 PM,98.6,71.6,42,29.91,10.0,SW,13.8,-,N/A,Thunderstorm,Thunderstorm,230,2012-07-18 21:36:00
5:51 PM,97.0,70.0,41,29.90,10.0,SW,12.7,20.7,N/A,,Mostly Cloudy,230,2012-07-18 21:51:00
6:51 PM,93.9,70.0,46,29.89,10.0,SSW,12.7,-,N/A,,Mostly Cloudy,210,2012-07-18 22:51:00
7:51 PM,90.0,71.1,54,29.91,10.0,SSW,10.4,-,N/A,,Mostly Cloudy,210,2012-07-18 23:51:00
8:51 PM,88.0,69.1,53,29.94,10.0,SSW,10.4,-,N/A,,Mostly Cloudy,210,2012-07-19 00:51:00
9:51 PM,87.1,70.0,57,29.96,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2012-07-19 01:51:00
10:51 PM,84.0,71.1,65,29.98,10.0,SW,8.1,-,N/A,,Mostly Cloudy,230,2012-07-19 02:51:00
11:51 PM,84.0,71.1,65,29.99,10.0,SSW,10.4,-,N/A,,Mostly Cloudy,210,2012-07-19 03:51:00
