TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:11 AM,37.4,37.4,100,30.08,1.5,ENE,3.5,-,0.00,,Light Drizzle,60,2014-02-05 05:11:00
12:19 AM,37.4,37.4,100,30.08,0.5,NE,3.5,-,0.00,,Drizzle,50,2014-02-05 05:19:00
12:51 AM,37.9,36.0,93,30.08,0.5,Calm,Calm,-,0.00,,Drizzle,0,2014-02-05 05:51:00
1:51 AM,37.9,37.0,97,30.06,0.5,NNW,3.5,-,0.01,,Drizzle,330,2014-02-05 06:51:00
2:51 AM,37.9,36.0,93,30.04,0.5,NNE,3.5,-,0.01,,Drizzle,20,2014-02-05 07:51:00
3:32 AM,37.4,35.6,93,29.98,2.0,East,3.5,-,0.00,,Overcast,100,2014-02-05 08:32:00
3:51 AM,37.9,37.0,97,29.99,2.0,Calm,Calm,-,0.00,,Overcast,0,2014-02-05 08:51:00
4:37 AM,37.4,35.6,93,29.94,1.0,Calm,Calm,-,0.00,,Light Drizzle,0,2014-02-05 09:37:00
4:51 AM,37.9,37.0,97,29.95,1.0,Calm,Calm,-,0.00,,Light Drizzle,0,2014-02-05 09:51:00
5:17 AM,37.4,35.6,93,29.92,0.5,SE,3.5,-,0.00,,Drizzle,130,2014-02-05 10:17:00
5:51 AM,37.9,37.0,97,29.92,0.5,Calm,Calm,-,0.00,,Drizzle,0,2014-02-05 10:51:00
6:51 AM,37.9,37.0,97,29.94,0.5,Calm,Calm,-,0.02,,Drizzle,0,2014-02-05 11:51:00
7:51 AM,37.9,37.0,97,29.91,0.5,SSE,4.6,-,0.00,,Overcast,150,2014-02-05 12:51:00
8:51 AM,39.0,37.9,96,29.90,0.5,South,3.5,-,0.01,Rain,Light Rain,180,2014-02-05 13:51:00
9:51 AM,41.0,39.9,96,29.86,0.2,Variable,4.6,-,0.01,Rain,Light Rain,0,2014-02-05 14:51:00
10:51 AM,41.0,39.9,96,29.87,0.2,West,4.6,-,0.00,Fog-Rain,Light Rain,270,2014-02-05 15:51:00
11:51 AM,42.1,41.0,96,29.84,0.2,SW,9.2,-,0.00,Fog,Fog,230,2014-02-05 16:51:00
12:51 PM,45.0,44.1,97,29.81,1.5,WSW,9.2,-,0.00,,Light Drizzle,240,2014-02-05 17:51:00
1:48 PM,46.4,44.6,93,29.80,5.0,West,9.2,-,0.00,,Overcast,260,2014-02-05 18:48:00
1:51 PM,46.9,45.0,93,29.81,5.0,WSW,8.1,-,0.00,,Overcast,250,2014-02-05 18:51:00
2:23 PM,48.2,46.4,93,29.79,8.0,WSW,9.2,-,N/A,,Overcast,250,2014-02-05 19:23:00
2:51 PM,48.9,46.0,90,29.81,10.0,WSW,10.4,19.6,N/A,,Overcast,250,2014-02-05 19:51:00
3:36 PM,51.8,46.4,82,29.81,10.0,SW,13.8,-,N/A,,Mostly Cloudy,230,2014-02-05 20:36:00
3:51 PM,52.0,46.9,83,29.82,10.0,WSW,11.5,-,N/A,,Mostly Cloudy,240,2014-02-05 20:51:00
4:18 PM,53.6,46.4,77,29.82,10.0,WSW,12.7,-,N/A,,Mostly Cloudy,240,2014-02-05 21:18:00
4:51 PM,52.0,46.0,80,29.84,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,250,2014-02-05 21:51:00
5:51 PM,48.0,44.1,86,29.87,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,240,2014-02-05 22:51:00
6:51 PM,46.9,45.0,93,29.90,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,250,2014-02-05 23:51:00
7:51 PM,46.9,45.0,93,29.94,10.0,West,5.8,-,N/A,,Mostly Cloudy,260,2014-02-06 00:51:00
8:51 PM,46.9,41.0,80,29.97,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-02-06 01:51:00
9:51 PM,46.9,34.0,61,30.00,10.0,North,4.6,-,N/A,,Mostly Cloudy,350,2014-02-06 02:51:00
10:51 PM,43.0,28.9,58,30.05,10.0,Variable,5.8,16.1,N/A,,Mostly Cloudy,0,2014-02-06 03:51:00
11:51 PM,42.1,28.0,58,30.08,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2014-02-06 04:51:00
