TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,21.0,12.9,71,30.49,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 05:51:00
1:51 AM,21.0,12.0,68,30.49,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 06:51:00
2:51 AM,23.0,10.0,58,30.50,10.0,ESE,4.6,-,N/A,,Clear,110,2014-01-04 07:51:00
3:51 AM,21.9,10.0,60,30.50,10.0,ESE,6.9,-,N/A,,Clear,110,2014-01-04 08:51:00
4:51 AM,21.9,9.0,58,30.51,10.0,SE,4.6,-,N/A,,Clear,140,2014-01-04 09:51:00
5:51 AM,21.0,9.0,60,30.51,10.0,East,3.5,-,N/A,,Clear,100,2014-01-04 10:51:00
6:51 AM,21.0,9.0,60,30.51,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 11:51:00
7:51 AM,19.9,10.9,68,30.52,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-04 12:51:00
8:51 AM,26.1,10.9,53,30.52,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-04 13:51:00
9:51 AM,28.9,7.0,40,30.51,10.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-01-04 14:51:00
10:51 AM,32.0,7.0,35,30.51,10.0,SE,4.6,-,N/A,,Partly Cloudy,130,2014-01-04 15:51:00
11:51 AM,34.0,7.0,32,30.47,10.0,ESE,4.6,-,N/A,,Mostly Cloudy,120,2014-01-04 16:51:00
12:51 PM,35.1,8.1,33,30.44,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-04 17:51:00
1:51 PM,35.1,9.0,34,30.42,10.0,SSW,3.5,-,N/A,,Overcast,210,2014-01-04 18:51:00
2:19 PM,35.6,8.6,33,30.39,10.0,SSE,3.5,-,N/A,,Mostly Cloudy,160,2014-01-04 19:19:00
2:51 PM,36.0,9.0,33,30.42,10.0,SSW,4.6,-,N/A,,Mostly Cloudy,200,2014-01-04 19:51:00
3:51 PM,37.0,10.0,33,30.40,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-04 20:51:00
4:51 PM,37.0,12.0,36,30.40,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-04 21:51:00
5:51 PM,37.0,14.0,39,30.39,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-04 22:51:00
6:51 PM,37.0,15.1,41,30.40,10.0,SSE,3.5,-,N/A,,Overcast,160,2014-01-04 23:51:00
7:51 PM,37.0,18.0,46,30.38,10.0,ESE,4.6,-,N/A,,Overcast,110,2014-01-05 00:51:00
8:51 PM,37.0,17.1,44,30.36,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-05 01:51:00
9:51 PM,37.0,19.0,48,30.34,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-05 02:51:00
10:28 PM,37.4,19.4,48,30.31,10.0,ESE,4.6,-,N/A,,Overcast,120,2014-01-05 03:28:00
10:51 PM,37.0,21.9,54,30.32,10.0,West,3.5,-,N/A,,Overcast,280,2014-01-05 03:51:00
11:51 PM,37.0,21.9,54,30.29,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-01-05 04:51:00
