TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,64.0,54.0,70,30.09,10.0,WSW,8.1,-,N/A,,Scattered Clouds,240,2014-05-21 04:51:00
1:51 AM,64.9,54.0,68,30.08,10.0,WSW,9.2,-,N/A,,Partly Cloudy,240,2014-05-21 05:51:00
2:51 AM,63.0,54.0,72,30.07,10.0,SW,9.2,-,N/A,,Partly Cloudy,230,2014-05-21 06:51:00
3:51 AM,62.1,54.0,75,30.06,10.0,WSW,9.2,-,N/A,,Partly Cloudy,240,2014-05-21 07:51:00
4:51 AM,60.1,54.0,80,30.06,10.0,WSW,6.9,-,N/A,,Partly Cloudy,240,2014-05-21 08:51:00
5:51 AM,60.1,55.0,83,30.05,10.0,SW,5.8,-,N/A,,Scattered Clouds,230,2014-05-21 09:51:00
6:51 AM,62.1,55.9,80,30.07,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2014-05-21 10:51:00
7:51 AM,64.9,57.0,75,30.07,10.0,SW,9.2,-,N/A,,Mostly Cloudy,230,2014-05-21 11:51:00
8:51 AM,68.0,59.0,73,30.08,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,250,2014-05-21 12:51:00
9:51 AM,73.0,61.0,66,30.08,10.0,WSW,5.8,-,N/A,,Mostly Cloudy,240,2014-05-21 13:51:00
10:51 AM,77.0,63.0,62,30.06,10.0,WSW,9.2,-,N/A,,Mostly Cloudy,240,2014-05-21 14:51:00
11:51 AM,81.0,62.1,52,30.04,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,240,2014-05-21 15:51:00
12:51 PM,84.2,62.6,48,30.03,10.0,SW,9.2,-,N/A,,Scattered Clouds,220,2014-05-21 16:51:00
1:51 PM,84.2,59.0,42,30.02,10.0,West,8.1,18.4,N/A,,Scattered Clouds,280,2014-05-21 17:51:00
2:51 PM,86.0,60.1,41,29.99,10.0,WSW,11.5,17.3,N/A,,Scattered Clouds,250,2014-05-21 18:51:00
3:51 PM,84.0,59.0,43,29.97,10.0,West,9.2,18.4,N/A,,Scattered Clouds,280,2014-05-21 19:51:00
4:51 PM,84.2,60.8,45,29.97,10.0,Variable,6.9,17.3,N/A,,Scattered Clouds,0,2014-05-21 20:51:00
5:51 PM,82.0,61.0,49,29.95,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,250,2014-05-21 21:51:00
6:51 PM,81.0,60.1,49,29.95,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2014-05-21 22:51:00
7:51 PM,79.0,62.1,56,29.94,10.0,WSW,10.4,-,N/A,,Mostly Cloudy,240,2014-05-21 23:51:00
8:51 PM,75.0,60.1,60,29.94,10.0,WSW,5.8,-,N/A,,Mostly Cloudy,240,2014-05-22 00:51:00
9:51 PM,73.9,60.1,62,29.94,10.0,SW,4.6,-,N/A,,Scattered Clouds,230,2014-05-22 01:51:00
10:51 PM,73.0,60.1,64,29.94,10.0,WSW,6.9,-,N/A,,Scattered Clouds,240,2014-05-22 02:51:00
11:51 PM,72.0,61.0,68,29.93,10.0,WSW,6.9,-,N/A,,Scattered Clouds,250,2014-05-22 03:51:00
