TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,71.1,64.0,78,30.10,10.0,Calm,Calm,-,0.00,,Overcast,0,2014-07-20 04:51:00
1:51 AM,71.6,62.6,73,30.10,10.0,NNE,4.6,-,N/A,,Overcast,30,2014-07-20 05:51:00
2:32 AM,69.8,62.6,78,30.09,10.0,North,5.8,-,N/A,,Mostly Cloudy,350,2014-07-20 06:32:00
2:51 AM,68.0,61.0,78,30.08,10.0,Variable,6.9,-,N/A,,Overcast,0,2014-07-20 06:51:00
3:51 AM,68.0,61.0,78,30.08,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 07:51:00
4:51 AM,68.0,62.1,81,30.07,10.0,NNE,5.8,-,N/A,,Overcast,30,2014-07-20 08:51:00
5:51 AM,69.1,63.0,81,30.09,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 09:51:00
6:51 AM,69.1,63.0,81,30.09,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 10:51:00
7:25 AM,69.8,64.4,83,30.12,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 11:25:00
7:51 AM,70.0,63.0,78,30.11,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 11:51:00
8:18 AM,71.6,64.4,78,30.13,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-20 12:18:00
8:51 AM,72.0,64.9,78,30.12,10.0,NNE,4.6,-,N/A,,Overcast,30,2014-07-20 12:51:00
9:51 AM,72.0,64.9,78,30.13,10.0,East,4.6,-,N/A,,Overcast,90,2014-07-20 13:51:00
10:51 AM,73.4,66.2,78,30.15,10.0,Variable,3.5,-,N/A,Rain,Light Rain,0,2014-07-20 14:51:00
11:35 AM,73.4,66.2,78,30.15,1.0,SE,5.8,-,0.00,Rain,Light Rain,130,2014-07-20 15:35:00
11:51 AM,71.1,66.9,87,30.14,1.0,Calm,Calm,-,0.22,Rain,Heavy Rain,0,2014-07-20 15:51:00
12:31 PM,69.8,66.2,88,30.15,1.5,Calm,Calm,-,0.66,Rain,Light Rain,0,2014-07-20 16:31:00
12:51 PM,71.1,68.0,90,30.14,1.5,ENE,3.5,-,0.71,Rain,Light Rain,60,2014-07-20 16:51:00
1:13 PM,71.6,68.0,88,30.14,2.5,East,5.8,-,0.00,,Overcast,100,2014-07-20 17:13:00
1:51 PM,73.9,69.1,85,30.11,2.5,East,6.9,-,0.00,,Mostly Cloudy,100,2014-07-20 17:51:00
2:00 PM,73.4,69.8,88,30.12,7.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2014-07-20 18:00:00
2:18 PM,75.2,69.8,83,30.11,10.0,East,4.6,-,N/A,,Overcast,90,2014-07-20 18:18:00
2:29 PM,77.0,69.8,78,30.10,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-07-20 18:29:00
2:51 PM,77.0,68.0,74,30.09,10.0,East,6.9,-,N/A,,Mostly Cloudy,90,2014-07-20 18:51:00
3:51 PM,79.0,69.1,72,30.07,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-20 19:51:00
4:51 PM,79.0,68.0,69,30.06,10.0,Variable,3.5,-,N/A,,Overcast,0,2014-07-20 20:51:00
5:51 PM,81.0,69.1,67,30.06,10.0,ENE,3.5,-,N/A,,Mostly Cloudy,70,2014-07-20 21:51:00
6:51 PM,79.0,69.1,72,30.06,10.0,NE,5.8,-,N/A,,Overcast,50,2014-07-20 22:51:00
7:51 PM,78.1,70.0,76,30.07,10.0,East,6.9,-,N/A,,Overcast,90,2014-07-20 23:51:00
8:51 PM,77.0,69.1,76,30.06,10.0,ENE,4.6,-,N/A,,Overcast,70,2014-07-21 00:51:00
9:51 PM,77.0,69.8,78,30.09,10.0,East,8.1,-,N/A,,Overcast,90,2014-07-21 01:51:00
10:51 PM,75.0,70.0,84,30.10,10.0,ESE,3.5,-,0.00,,Overcast,110,2014-07-21 02:51:00
11:51 PM,73.9,70.0,87,30.10,10.0,East,4.6,-,0.00,,Overcast,90,2014-07-21 03:51:00
