TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.0,52.0,83,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 04:51:00
1:51 AM,55.0,52.0,89,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 05:51:00
2:51 AM,55.0,53.1,93,30.13,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 06:51:00
3:51 AM,53.1,51.1,93,30.12,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 07:51:00
4:51 AM,53.1,51.1,93,30.12,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 08:51:00
5:51 AM,52.0,50.0,93,30.12,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 09:51:00
6:51 AM,51.1,48.9,92,30.13,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 10:51:00
7:51 AM,51.1,50.0,96,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 11:51:00
8:51 AM,57.9,54.0,87,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 12:51:00
9:51 AM,66.0,55.0,68,30.18,10.0,Calm,Calm,-,N/A,,Clear,0,2012-10-25 13:51:00
10:51 AM,73.0,59.0,61,30.18,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-25 14:51:00
11:51 AM,75.0,57.9,55,30.17,10.0,SE,3.5,-,N/A,,Scattered Clouds,140,2012-10-25 15:51:00
12:51 PM,78.1,57.9,50,30.15,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2012-10-25 16:51:00
1:51 PM,79.0,59.0,50,30.13,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2012-10-25 17:51:00
2:51 PM,79.0,57.0,47,30.12,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-10-25 18:51:00
3:51 PM,80.1,57.0,45,30.12,10.0,SSE,6.9,-,N/A,,Scattered Clouds,150,2012-10-25 19:51:00
4:51 PM,78.1,55.9,46,30.11,10.0,SSW,4.6,-,N/A,,Scattered Clouds,200,2012-10-25 20:51:00
5:51 PM,77.0,57.9,52,30.11,10.0,SSE,3.5,-,N/A,,Scattered Clouds,150,2012-10-25 21:51:00
6:51 PM,70.0,60.1,71,30.12,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-25 22:51:00
7:51 PM,66.9,59.0,76,30.13,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-25 23:51:00
8:51 PM,64.4,59.0,83,30.13,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-26 00:51:00
9:51 PM,64.0,59.0,84,30.12,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-26 01:51:00
10:51 PM,62.1,57.9,86,30.11,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-26 02:51:00
11:51 PM,60.8,57.2,88,30.10,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-10-26 03:51:00
