TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,26.1,3.0,37,30.35,10.0,Variable,5.8,-,N/A,,Clear,0,2015-02-06 05:51:00
1:51 AM,25.0,3.0,39,30.35,10.0,NNE,4.6,-,N/A,,Clear,30,2015-02-06 06:51:00
2:51 AM,24.1,3.0,40,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2015-02-06 07:51:00
3:51 AM,21.9,3.9,46,30.37,10.0,North,3.5,-,N/A,,Clear,10,2015-02-06 08:51:00
4:51 AM,19.9,5.0,52,30.38,10.0,Calm,Calm,-,N/A,,Clear,0,2015-02-06 09:51:00
5:51 AM,19.0,5.0,54,30.40,10.0,Calm,Calm,-,N/A,,Clear,0,2015-02-06 10:51:00
6:51 AM,19.0,6.1,57,30.41,10.0,Calm,Calm,-,N/A,,Clear,0,2015-02-06 11:51:00
7:51 AM,19.0,9.0,65,30.41,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-02-06 12:51:00
8:51 AM,25.0,7.0,46,30.41,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-02-06 13:51:00
9:51 AM,28.9,3.0,33,30.41,10.0,SSW,3.5,-,N/A,,Partly Cloudy,200,2015-02-06 14:51:00
10:51 AM,33.1,5.0,31,30.41,10.0,SW,5.8,-,N/A,,Partly Cloudy,220,2015-02-06 15:51:00
11:51 AM,37.0,5.0,26,30.39,10.0,SW,8.1,-,N/A,,Mostly Cloudy,220,2015-02-06 16:51:00
12:51 PM,39.0,3.9,23,30.36,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,240,2015-02-06 17:51:00
1:51 PM,41.0,3.9,21,30.32,10.0,WSW,5.8,-,N/A,,Overcast,250,2015-02-06 18:51:00
2:51 PM,42.1,6.1,23,30.32,10.0,SW,8.1,-,N/A,,Overcast,230,2015-02-06 19:51:00
3:51 PM,41.0,6.1,24,30.30,10.0,SW,9.2,-,N/A,,Overcast,220,2015-02-06 20:51:00
4:51 PM,39.9,7.0,26,30.30,10.0,SW,11.5,-,N/A,,Mostly Cloudy,230,2015-02-06 21:51:00
5:51 PM,37.9,8.1,29,30.31,10.0,SW,5.8,-,N/A,,Mostly Cloudy,230,2015-02-06 22:51:00
6:51 PM,39.0,9.0,29,30.30,10.0,SSW,8.1,-,N/A,,Overcast,210,2015-02-06 23:51:00
7:51 PM,37.9,9.0,30,30.31,10.0,SW,4.6,-,N/A,,Overcast,220,2015-02-07 00:51:00
8:51 PM,32.0,10.0,40,30.32,10.0,WSW,4.6,-,N/A,,Scattered Clouds,240,2015-02-07 01:51:00
9:51 PM,33.1,12.0,42,30.31,10.0,WSW,3.5,-,N/A,,Mostly Cloudy,240,2015-02-07 02:51:00
10:51 PM,32.0,9.0,38,30.31,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-02-07 03:51:00
11:51 PM,30.0,10.9,45,30.29,10.0,WSW,3.5,-,N/A,,Partly Cloudy,250,2015-02-07 04:51:00
