TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,28.9,12.0,49,30.28,10.0,SW,5.8,-,N/A,,Clear,230,2015-02-07 05:51:00
1:51 AM,30.0,10.0,43,30.27,9.0,Calm,Calm,-,N/A,,Clear,0,2015-02-07 06:51:00
2:51 AM,28.9,12.0,49,30.26,10.0,Calm,Calm,-,N/A,,Clear,0,2015-02-07 07:51:00
3:51 AM,28.0,12.9,53,30.24,10.0,WSW,3.5,-,N/A,,Clear,240,2015-02-07 08:51:00
4:51 AM,27.0,12.9,56,30.25,10.0,WSW,4.6,-,N/A,,Partly Cloudy,250,2015-02-07 09:51:00
5:51 AM,28.0,12.9,53,30.24,10.0,SW,3.5,-,N/A,,Partly Cloudy,230,2015-02-07 10:51:00
6:51 AM,30.0,12.9,49,30.24,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-02-07 11:51:00
7:51 AM,30.0,15.1,54,30.26,10.0,SW,3.5,-,N/A,,Mostly Cloudy,230,2015-02-07 12:51:00
8:51 AM,36.0,17.1,46,30.27,10.0,SW,8.1,-,N/A,,Mostly Cloudy,230,2015-02-07 13:51:00
9:51 AM,42.1,17.1,37,30.26,10.0,SW,8.1,-,N/A,,Mostly Cloudy,220,2015-02-07 14:51:00
10:51 AM,46.0,17.1,31,30.25,10.0,SW,8.1,-,N/A,,Mostly Cloudy,230,2015-02-07 15:51:00
11:51 AM,50.0,18.0,28,30.21,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2015-02-07 16:51:00
12:51 PM,54.0,17.1,23,30.17,10.0,South,8.1,-,N/A,,Mostly Cloudy,190,2015-02-07 17:51:00
1:51 PM,55.0,17.1,23,30.14,10.0,SW,13.8,-,N/A,,Mostly Cloudy,220,2015-02-07 18:51:00
2:51 PM,59.0,18.0,20,30.09,10.0,SW,15.0,-,N/A,,Mostly Cloudy,230,2015-02-07 19:51:00
3:51 PM,59.0,18.0,20,30.07,10.0,SW,19.6,-,N/A,,Mostly Cloudy,230,2015-02-07 20:51:00
4:51 PM,57.9,19.0,22,30.08,10.0,SW,17.3,-,N/A,,Mostly Cloudy,230,2015-02-07 21:51:00
5:51 PM,52.0,19.9,28,30.09,10.0,WSW,9.2,-,N/A,,Mostly Cloudy,240,2015-02-07 22:51:00
6:51 PM,51.1,19.9,29,30.09,10.0,SSW,6.9,-,N/A,,Scattered Clouds,200,2015-02-07 23:51:00
7:51 PM,50.0,21.0,32,30.10,10.0,SSW,9.2,-,N/A,,Scattered Clouds,200,2015-02-08 00:51:00
8:51 PM,50.0,21.9,33,30.09,10.0,SW,12.7,-,N/A,,Scattered Clouds,220,2015-02-08 01:51:00
9:51 PM,48.9,21.9,35,30.10,10.0,SW,12.7,-,N/A,,Partly Cloudy,230,2015-02-08 02:51:00
10:51 PM,48.0,21.9,36,30.08,10.0,SW,9.2,-,N/A,,Partly Cloudy,220,2015-02-08 03:51:00
11:51 PM,48.0,21.9,36,30.07,10.0,SW,11.5,-,N/A,,Partly Cloudy,220,2015-02-08 04:51:00
