TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,57.0,54.0,89,29.99,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-05-22 04:51:00
1:51 AM,55.9,54.0,93,30.02,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-05-22 05:51:00
2:51 AM,57.0,54.0,89,30.02,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-05-22 06:51:00
3:51 AM,55.9,52.0,87,30.03,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-05-22 07:51:00
4:51 AM,55.9,48.0,75,30.06,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2015-05-22 08:51:00
5:51 AM,54.0,46.0,75,30.08,10.0,North,5.8,-,N/A,,Scattered Clouds,10,2015-05-22 09:51:00
6:51 AM,54.0,46.0,75,30.12,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-05-22 10:51:00
7:51 AM,57.0,46.9,69,30.15,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2015-05-22 11:51:00
8:51 AM,60.1,46.0,60,30.18,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2015-05-22 12:51:00
9:51 AM,62.1,45.0,53,30.19,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2015-05-22 13:51:00
10:51 AM,64.0,44.1,48,30.20,10.0,Variable,5.8,-,N/A,,Scattered Clouds,0,2015-05-22 14:51:00
11:51 AM,66.0,44.1,45,30.20,10.0,NE,9.2,-,N/A,,Scattered Clouds,50,2015-05-22 15:51:00
12:51 PM,69.1,45.0,42,30.19,10.0,NNE,6.9,-,N/A,,Scattered Clouds,30,2015-05-22 16:51:00
1:51 PM,70.0,43.0,38,30.19,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2015-05-22 17:51:00
2:51 PM,72.0,44.1,37,30.19,10.0,North,5.8,-,N/A,,Scattered Clouds,10,2015-05-22 18:51:00
3:51 PM,73.0,44.1,35,30.18,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2015-05-22 19:51:00
4:51 PM,73.9,43.0,33,30.18,10.0,NE,4.6,-,N/A,,Partly Cloudy,40,2015-05-22 20:51:00
5:51 PM,73.9,44.1,34,30.18,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2015-05-22 21:51:00
6:51 PM,72.0,43.0,35,30.20,10.0,WNW,5.8,-,N/A,,Scattered Clouds,300,2015-05-22 22:51:00
7:51 PM,68.0,48.0,49,30.21,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-05-22 23:51:00
8:51 PM,59.0,48.9,69,30.23,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-05-23 00:51:00
9:51 PM,59.0,48.0,67,30.25,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-05-23 01:51:00
10:51 PM,54.0,48.0,80,30.28,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-05-23 02:51:00
11:51 PM,55.0,46.9,74,30.28,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-05-23 03:51:00
