TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,50.0,46.9,89,30.22,9.0,Calm,Calm,-,0.00,,Overcast,0,2013-11-16 05:51:00
1:51 AM,51.1,48.0,89,30.22,8.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-16 06:51:00
2:51 AM,50.0,46.0,86,30.23,9.0,North,3.5,-,N/A,,Overcast,350,2013-11-16 07:51:00
3:43 AM,51.8,44.6,76,30.24,9.0,North,3.5,-,N/A,,Overcast,350,2013-11-16 08:43:00
3:51 AM,51.1,46.0,83,30.24,9.0,North,4.6,-,N/A,,Overcast,350,2013-11-16 08:51:00
4:51 AM,51.1,46.9,86,30.24,9.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-16 09:51:00
5:51 AM,52.0,46.9,83,30.24,8.0,NNE,4.6,-,N/A,,Overcast,20,2013-11-16 10:51:00
6:51 AM,51.1,46.9,86,30.25,8.0,NNE,4.6,-,N/A,,Overcast,30,2013-11-16 11:51:00
7:51 AM,52.0,48.0,86,30.26,8.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-16 12:51:00
8:51 AM,55.0,50.0,83,30.27,9.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-16 13:51:00
9:51 AM,57.9,53.1,84,30.28,9.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2013-11-16 14:51:00
10:34 AM,60.8,53.6,77,30.28,9.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-16 15:34:00
10:51 AM,61.0,54.0,78,30.27,8.0,East,5.8,-,N/A,,Mostly Cloudy,100,2013-11-16 15:51:00
11:22 AM,62.6,53.6,72,30.27,10.0,East,5.8,-,N/A,,Scattered Clouds,90,2013-11-16 16:22:00
11:51 AM,64.9,55.0,70,30.26,10.0,ESE,3.5,-,N/A,,Scattered Clouds,120,2013-11-16 16:51:00
12:51 PM,66.0,54.0,65,30.24,10.0,North,4.6,-,N/A,,Mostly Cloudy,350,2013-11-16 17:51:00
1:51 PM,66.0,54.0,65,30.22,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2013-11-16 18:51:00
2:51 PM,64.9,54.0,68,30.22,10.0,Variable,5.8,-,N/A,,Scattered Clouds,0,2013-11-16 19:51:00
3:51 PM,64.9,55.0,70,30.22,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2013-11-16 20:51:00
4:51 PM,60.1,54.0,80,30.23,10.0,North,4.6,-,N/A,,Mostly Cloudy,10,2013-11-16 21:51:00
5:51 PM,57.0,54.0,89,30.23,10.0,North,6.9,-,N/A,,Mostly Cloudy,10,2013-11-16 22:51:00
6:51 PM,55.0,53.1,93,30.24,6.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-11-16 23:51:00
7:51 PM,53.1,52.0,96,30.24,5.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-11-17 00:51:00
8:51 PM,51.1,50.0,96,30.24,6.0,NE,4.6,-,N/A,,Scattered Clouds,50,2013-11-17 01:51:00
9:32 PM,53.6,51.8,94,30.25,2.5,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 02:32:00
9:40 PM,53.6,51.8,94,30.25,0.2,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-17 02:40:00
9:51 PM,54.0,52.0,93,30.26,0.2,NNE,3.5,-,N/A,,Mostly Cloudy,20,2013-11-17 02:51:00
10:20 PM,53.6,53.6,100,30.25,0.2,NNE,3.5,-,N/A,,Mostly Cloudy,20,2013-11-17 03:20:00
10:51 PM,54.0,53.1,97,30.25,0.2,Calm,Calm,-,N/A,,Overcast,0,2013-11-17 03:51:00
11:51 PM,53.1,52.0,96,30.23,0.5,ESE,3.5,-,N/A,,Overcast,120,2013-11-17 04:51:00
