TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,62.1,57.0,84,30.11,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,30,2013-08-15 04:51:00
1:51 AM,62.1,57.0,84,30.11,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2013-08-15 05:51:00
2:51 AM,60.1,55.9,86,30.10,10.0,NE,3.5,-,N/A,,Mostly Cloudy,50,2013-08-15 06:51:00
3:51 AM,60.1,55.0,83,30.10,10.0,NE,4.6,-,N/A,,Overcast,40,2013-08-15 07:51:00
4:51 AM,61.0,55.0,81,30.11,10.0,NE,4.6,-,N/A,,Overcast,40,2013-08-15 08:51:00
5:51 AM,60.1,55.0,83,30.12,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2013-08-15 09:51:00
6:51 AM,60.1,55.9,86,30.14,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2013-08-15 10:51:00
7:51 AM,61.0,55.0,81,30.16,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2013-08-15 11:51:00
8:51 AM,63.0,55.9,78,30.16,10.0,NE,9.2,-,N/A,,Mostly Cloudy,40,2013-08-15 12:51:00
9:51 AM,64.0,55.0,73,30.16,10.0,NE,11.5,-,N/A,,Mostly Cloudy,40,2013-08-15 13:51:00
10:51 AM,66.0,55.9,70,30.17,10.0,NNE,5.8,-,N/A,,Mostly Cloudy,30,2013-08-15 14:51:00
11:51 AM,70.0,55.9,61,30.17,10.0,NE,6.9,-,N/A,,Scattered Clouds,40,2013-08-15 15:51:00
12:51 PM,73.9,55.9,53,30.15,10.0,East,9.2,-,N/A,,Scattered Clouds,90,2013-08-15 16:51:00
1:51 PM,75.9,54.0,46,30.13,10.0,East,5.8,-,N/A,,Scattered Clouds,90,2013-08-15 17:51:00
2:51 PM,75.9,55.0,48,30.11,10.0,East,8.1,-,N/A,,Mostly Cloudy,80,2013-08-15 18:51:00
3:51 PM,73.9,55.0,52,30.10,10.0,NE,9.2,-,N/A,,Mostly Cloudy,40,2013-08-15 19:51:00
4:51 PM,73.9,55.9,53,30.10,10.0,NE,8.1,-,N/A,,Mostly Cloudy,40,2013-08-15 20:51:00
5:51 PM,73.9,55.0,52,30.09,10.0,NE,8.1,-,N/A,,Mostly Cloudy,50,2013-08-15 21:51:00
6:51 PM,71.1,59.0,66,30.10,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,20,2013-08-15 22:51:00
7:51 PM,69.1,59.0,70,30.11,10.0,NE,4.6,-,N/A,,Mostly Cloudy,40,2013-08-15 23:51:00
8:51 PM,64.9,60.1,84,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-08-16 00:51:00
9:51 PM,63.0,59.0,87,30.15,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-08-16 01:51:00
10:51 PM,62.1,57.9,86,30.14,10.0,NE,3.5,-,N/A,,Scattered Clouds,40,2013-08-16 02:51:00
11:51 PM,63.0,59.0,87,30.14,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2013-08-16 03:51:00
