TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,70.0,68.0,93,30.17,10.0,Calm,Calm,-,N/A,,Overcast,0,2013-06-23 04:51:00
1:51 AM,69.1,66.9,93,30.16,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 05:51:00
2:51 AM,68.0,66.0,93,30.15,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 06:51:00
3:51 AM,68.0,66.0,93,30.16,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-06-23 07:51:00
4:51 AM,69.1,66.0,90,30.16,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-06-23 08:51:00
5:51 AM,69.1,66.9,93,30.17,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 09:51:00
6:51 AM,70.0,68.0,93,30.18,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 10:51:00
7:51 AM,73.0,69.1,87,30.19,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 11:51:00
8:44 AM,75.2,69.8,83,30.22,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 12:44:00
8:51 AM,75.0,70.0,84,30.21,10.0,WSW,3.5,-,N/A,,Mostly Cloudy,250,2013-06-23 12:51:00
9:38 AM,78.8,69.8,74,30.23,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2013-06-23 13:38:00
9:51 AM,77.0,70.0,79,30.22,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2013-06-23 13:51:00
10:51 AM,79.0,69.1,72,30.22,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 14:51:00
11:51 AM,84.0,70.0,63,30.21,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-06-23 15:51:00
12:51 PM,77.0,72.0,84,30.20,7.0,West,3.5,-,0.02,Rain,Rain,280,2013-06-23 16:51:00
1:51 PM,82.0,71.1,69,30.19,10.0,SSE,4.6,-,0.02,,Mostly Cloudy,160,2013-06-23 17:51:00
2:51 PM,82.9,72.0,69,30.17,10.0,SE,4.6,-,N/A,,Mostly Cloudy,140,2013-06-23 18:51:00
3:51 PM,84.0,71.1,65,30.14,10.0,SE,8.1,-,N/A,,Mostly Cloudy,130,2013-06-23 19:51:00
4:51 PM,82.0,66.9,60,30.14,10.0,South,5.8,-,N/A,,Mostly Cloudy,170,2013-06-23 20:51:00
5:51 PM,82.9,69.1,63,30.14,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,2013-06-23 21:51:00
6:51 PM,82.0,68.0,62,30.14,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,2013-06-23 22:51:00
7:51 PM,81.0,69.1,67,30.16,10.0,South,5.8,-,N/A,,Mostly Cloudy,180,2013-06-23 23:51:00
8:51 PM,78.1,69.1,74,30.16,10.0,SSE,8.1,-,N/A,,Mostly Cloudy,160,2013-06-24 00:51:00
9:51 PM,75.0,69.1,82,30.16,10.0,South,8.1,-,N/A,,Mostly Cloudy,180,2013-06-24 01:51:00
10:51 PM,73.9,70.0,87,30.17,10.0,South,4.6,-,N/A,,Mostly Cloudy,170,2013-06-24 02:51:00
11:51 PM,73.0,70.0,90,30.18,10.0,WSW,4.6,-,N/A,,Mostly Cloudy,250,2013-06-24 03:51:00
