TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,71.1,62.1,73,29.91,10.0,ESE,11.5,-,N/A,,Scattered Clouds,110,2015-05-21 04:51:00
1:01 AM,71.6,64.4,78,29.92,10.0,ESE,13.8,20.7,N/A,,Mostly Cloudy,120,2015-05-21 05:01:00
1:51 AM,71.1,64.0,78,29.90,10.0,ESE,10.4,-,N/A,,Mostly Cloudy,120,2015-05-21 05:51:00
2:51 AM,69.1,62.1,78,29.88,10.0,ESE,16.1,-,N/A,,Mostly Cloudy,120,2015-05-21 06:51:00
3:51 AM,68.0,61.0,78,29.87,10.0,ESE,9.2,-,N/A,,Mostly Cloudy,110,2015-05-21 07:51:00
4:51 AM,68.0,60.1,76,29.87,10.0,ESE,11.5,-,N/A,,Overcast,120,2015-05-21 08:51:00
5:51 AM,66.9,59.0,76,29.87,10.0,ESE,9.2,-,N/A,,Overcast,120,2015-05-21 09:51:00
6:51 AM,66.9,57.0,70,29.87,10.0,ESE,10.4,-,N/A,,Overcast,110,2015-05-21 10:51:00
7:51 AM,66.9,54.0,63,29.87,10.0,ESE,13.8,21.9,0.00,Rain,Light Rain,120,2015-05-21 11:51:00
8:51 AM,64.0,57.0,78,29.88,10.0,East,3.5,-,0.03,,Overcast,90,2015-05-21 12:51:00
9:51 AM,64.9,60.1,84,29.87,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-05-21 13:51:00
10:51 AM,68.0,60.1,76,29.86,10.0,SE,5.8,-,0.00,Rain,Light Rain,140,2015-05-21 14:51:00
11:51 AM,70.0,61.0,73,29.85,10.0,Calm,Calm,-,0.00,,Overcast,0,2015-05-21 15:51:00
12:46 PM,68.0,60.8,78,29.85,10.0,North,3.5,-,N/A,Thunderstorm,Thunderstorm,10,2015-05-21 16:46:00
12:51 PM,68.0,61.0,78,29.84,6.0,Calm,Calm,-,0.00,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-21 16:51:00
12:56 PM,66.2,62.6,88,29.84,0.8,NE,4.6,-,0.01,Rain-Thunderstorm,Heavy Thunderstorms and Rain,50,2015-05-21 16:56:00
1:07 PM,64.4,62.6,94,29.85,3.0,NNW,4.6,-,0.16,Rain-Thunderstorm,Light Thunderstorms and Rain,340,2015-05-21 17:07:00
1:29 PM,64.4,62.6,94,29.85,2.5,Variable,6.9,-,0.20,Rain,Light Rain,0,2015-05-21 17:29:00
1:51 PM,64.0,62.1,93,29.84,3.0,Variable,4.6,-,0.21,,Overcast,0,2015-05-21 17:51:00
2:51 PM,64.0,60.1,87,29.85,6.0,North,8.1,-,N/A,,Overcast,360,2015-05-21 18:51:00
3:51 PM,63.0,60.1,90,29.85,4.0,Variable,5.8,-,N/A,,Overcast,0,2015-05-21 19:51:00
4:37 PM,64.4,59.0,83,29.86,7.0,North,9.2,17.3,N/A,,Overcast,350,2015-05-21 20:37:00
4:51 PM,64.0,59.0,84,29.85,7.0,North,5.8,-,N/A,,Overcast,10,2015-05-21 20:51:00
5:41 PM,66.2,59.0,78,29.86,10.0,North,8.1,18.4,N/A,,Scattered Clouds,350,2015-05-21 21:41:00
5:51 PM,64.9,57.9,78,29.86,10.0,NNE,8.1,19.6,N/A,,Mostly Cloudy,20,2015-05-21 21:51:00
6:51 PM,64.0,57.0,78,29.87,10.0,NNE,8.1,-,N/A,,Scattered Clouds,30,2015-05-21 22:51:00
7:51 PM,62.1,57.0,84,29.90,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2015-05-21 23:51:00
8:12 PM,62.6,57.2,82,29.91,10.0,NE,6.9,-,N/A,,Mostly Cloudy,50,2015-05-22 00:12:00
8:51 PM,62.1,57.0,84,29.92,10.0,NNE,6.9,-,N/A,,Mostly Cloudy,30,2015-05-22 00:51:00
9:51 PM,60.1,55.9,86,29.95,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,30,2015-05-22 01:51:00
10:16 PM,60.8,55.4,82,29.95,10.0,NNE,8.1,-,N/A,,Scattered Clouds,30,2015-05-22 02:16:00
10:51 PM,59.0,55.0,87,29.95,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2015-05-22 02:51:00
11:51 PM,57.9,54.0,87,29.96,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2015-05-22 03:51:00
