TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,33.1,28.9,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 05:51:00
1:51 AM,34.0,30.0,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 06:51:00
2:51 AM,34.0,28.0,79,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 07:51:00
3:51 AM,35.1,28.0,76,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 08:51:00
4:51 AM,32.0,28.9,88,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 09:51:00
5:51 AM,30.9,28.0,89,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2013-11-09 10:51:00
6:51 AM,30.0,27.0,88,30.37,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2013-11-09 11:51:00
7:51 AM,35.1,30.9,85,30.38,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-11-09 12:51:00
8:51 AM,45.0,32.0,60,30.39,10.0,SSE,4.6,-,N/A,,Mostly Cloudy,160,2013-11-09 13:51:00
9:51 AM,48.9,32.0,52,30.38,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2013-11-09 14:51:00
10:51 AM,54.0,30.9,41,30.37,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2013-11-09 15:51:00
11:51 AM,57.0,27.0,32,30.32,10.0,SSW,9.2,-,N/A,,Mostly Cloudy,200,2013-11-09 16:51:00
12:51 PM,59.0,28.0,31,30.30,10.0,SW,11.5,17.3,N/A,,Mostly Cloudy,230,2013-11-09 17:51:00
1:51 PM,57.0,28.0,33,30.28,10.0,SSW,10.4,-,N/A,,Mostly Cloudy,210,2013-11-09 18:51:00
2:51 PM,55.9,28.0,34,30.26,10.0,WSW,12.7,-,N/A,,Mostly Cloudy,240,2013-11-09 19:51:00
3:51 PM,55.0,30.0,38,30.26,10.0,WSW,4.6,-,N/A,,Mostly Cloudy,250,2013-11-09 20:51:00
4:51 PM,53.1,30.9,43,30.25,10.0,SW,5.8,-,N/A,,Mostly Cloudy,230,2013-11-09 21:51:00
5:51 PM,51.1,30.9,46,30.25,10.0,SW,3.5,-,N/A,,Overcast,230,2013-11-09 22:51:00
6:51 PM,51.1,33.1,50,30.26,10.0,WSW,3.5,-,N/A,,Overcast,240,2013-11-09 23:51:00
7:51 PM,50.0,32.0,50,30.22,10.0,Calm,Calm,-,N/A,,Overcast,0,2013-11-10 00:51:00
8:51 PM,46.9,33.1,59,30.22,10.0,SW,4.6,-,N/A,,Overcast,230,2013-11-10 01:51:00
9:51 PM,48.0,32.0,54,30.21,10.0,WSW,3.5,-,N/A,,Mostly Cloudy,250,2013-11-10 02:51:00
10:51 PM,46.9,33.1,59,30.21,10.0,SW,4.6,-,N/A,,Scattered Clouds,230,2013-11-10 03:51:00
11:51 PM,45.0,32.0,60,30.20,10.0,WSW,4.6,-,N/A,,Partly Cloudy,240,2013-11-10 04:51:00
