TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,55.9,48.9,77,30.22,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-05-27 04:51:00
1:51 AM,53.1,48.0,83,30.23,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-05-27 05:51:00
2:51 AM,51.1,48.0,89,30.23,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-05-27 06:51:00
3:51 AM,52.0,48.0,86,30.23,10.0,East,3.5,-,N/A,,Scattered Clouds,100,2013-05-27 07:51:00
4:51 AM,50.0,48.0,93,30.23,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2013-05-27 08:51:00
5:51 AM,50.0,46.9,89,30.25,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2013-05-27 09:51:00
6:51 AM,51.1,48.9,92,30.27,10.0,NE,3.5,-,N/A,,Scattered Clouds,50,2013-05-27 10:51:00
7:51 AM,57.9,52.0,81,30.29,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-05-27 11:51:00
8:51 AM,64.0,52.0,65,30.29,10.0,SSW,4.6,-,N/A,,Mostly Cloudy,210,2013-05-27 12:51:00
9:51 AM,66.9,53.1,61,30.28,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-05-27 13:51:00
10:51 AM,70.0,55.0,59,30.28,10.0,SW,5.8,-,N/A,,Mostly Cloudy,230,2013-05-27 14:51:00
11:51 AM,75.0,53.1,46,30.27,10.0,SE,5.8,-,N/A,,Mostly Cloudy,130,2013-05-27 15:51:00
12:51 PM,75.9,51.1,42,30.26,10.0,South,9.2,-,N/A,,Scattered Clouds,170,2013-05-27 16:51:00
1:51 PM,78.1,51.1,39,30.25,10.0,SW,8.1,-,N/A,,Scattered Clouds,220,2013-05-27 17:51:00
2:51 PM,78.1,52.0,40,30.23,10.0,WSW,8.1,-,N/A,,Scattered Clouds,240,2013-05-27 18:51:00
3:51 PM,79.0,52.0,39,30.21,10.0,SW,5.8,16.1,N/A,,Scattered Clouds,230,2013-05-27 19:51:00
4:51 PM,80.1,51.1,36,30.19,10.0,South,9.2,-,N/A,,Scattered Clouds,180,2013-05-27 20:51:00
5:51 PM,79.0,50.0,36,30.18,10.0,SSW,6.9,-,N/A,,Scattered Clouds,200,2013-05-27 21:51:00
6:51 PM,77.0,48.9,37,30.18,10.0,SSW,8.1,-,N/A,,Scattered Clouds,200,2013-05-27 22:51:00
7:51 PM,75.0,50.0,41,30.20,10.0,South,4.6,-,N/A,,Mostly Cloudy,170,2013-05-27 23:51:00
8:51 PM,72.0,50.0,46,30.17,10.0,SSE,6.9,-,N/A,,Scattered Clouds,150,2013-05-28 00:51:00
9:51 PM,69.1,50.0,51,30.18,10.0,SE,5.8,-,N/A,,Scattered Clouds,140,2013-05-28 01:51:00
10:51 PM,69.1,48.9,49,30.21,10.0,SSE,5.8,-,N/A,,Clear,160,2013-05-28 02:51:00
11:51 PM,66.9,52.0,59,30.22,10.0,South,6.9,-,N/A,,Scattered Clouds,170,2013-05-28 03:51:00
