TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,77.0,72.0,84,29.86,10.0,SW,5.8,-,N/A,,Scattered Clouds,230,2013-06-13 04:51:00
1:51 AM,75.9,72.0,87,29.84,10.0,WSW,5.8,-,N/A,,Mostly Cloudy,240,2013-06-13 05:51:00
2:51 AM,75.9,72.0,87,29.83,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2013-06-13 06:51:00
3:51 AM,75.9,72.0,87,29.83,10.0,SW,6.9,-,N/A,,Scattered Clouds,230,2013-06-13 07:51:00
4:51 AM,73.9,71.1,91,29.81,10.0,SW,8.1,-,N/A,,Scattered Clouds,220,2013-06-13 08:51:00
5:51 AM,75.0,71.1,87,29.79,10.0,SSW,9.2,-,N/A,,Scattered Clouds,210,2013-06-13 09:51:00
6:51 AM,75.0,71.1,87,29.78,10.0,SW,6.9,-,N/A,,Scattered Clouds,230,2013-06-13 10:51:00
7:51 AM,78.1,72.0,81,29.78,10.0,SW,9.2,-,N/A,,Partly Cloudy,230,2013-06-13 11:51:00
8:51 AM,82.0,73.9,76,29.78,10.0,SW,9.2,-,N/A,,Scattered Clouds,230,2013-06-13 12:51:00
9:51 AM,84.9,73.9,69,29.78,10.0,SW,6.9,-,N/A,,Scattered Clouds,230,2013-06-13 13:51:00
10:51 AM,87.1,73.0,63,29.77,10.0,WSW,6.9,-,N/A,,Scattered Clouds,250,2013-06-13 14:51:00
11:51 AM,90.0,73.0,57,29.73,10.0,WSW,9.2,-,N/A,,Scattered Clouds,250,2013-06-13 15:51:00
12:51 PM,91.0,73.0,55,29.70,10.0,SW,16.1,20.7,N/A,,Scattered Clouds,230,2013-06-13 16:51:00
1:51 PM,91.9,71.1,50,29.67,10.0,SW,17.3,23.0,N/A,,Scattered Clouds,230,2013-06-13 17:51:00
2:51 PM,93.0,70.0,47,29.64,10.0,SW,16.1,23.0,N/A,,Scattered Clouds,230,2013-06-13 18:51:00
3:51 PM,93.0,70.0,47,29.63,10.0,SW,17.3,25.3,N/A,,Scattered Clouds,230,2013-06-13 19:51:00
4:51 PM,91.9,69.1,47,29.60,10.0,SW,23.0,28.8,N/A,,Scattered Clouds,230,2013-06-13 20:51:00
5:47 PM,75.2,60.8,61,29.74,6.0,West,20.7,40.3,0.00,Rain,Light Rain,270,2013-06-13 21:47:00
5:51 PM,71.1,63.0,75,29.72,2.0,West,12.7,34.5,0.01,Rain-Thunderstorm,Thunderstorms and Rain,260,2013-06-13 21:51:00
6:07 PM,69.8,64.4,83,29.70,3.0,Calm,Calm,-,0.04,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2013-06-13 22:07:00
6:44 PM,69.8,66.2,88,29.66,10.0,South,8.1,-,0.04,,Mostly Cloudy,170,2013-06-13 22:44:00
6:51 PM,70.0,66.0,87,29.66,10.0,SSW,8.1,-,0.04,,Mostly Cloudy,200,2013-06-13 22:51:00
7:51 PM,70.0,66.0,87,29.68,10.0,West,5.8,-,N/A,,Mostly Cloudy,260,2013-06-13 23:51:00
8:51 PM,70.0,66.0,87,29.68,10.0,WSW,8.1,-,N/A,,Mostly Cloudy,250,2013-06-14 00:51:00
9:51 PM,69.1,64.9,87,29.68,10.0,WNW,4.6,-,N/A,,Mostly Cloudy,290,2013-06-14 01:51:00
10:51 PM,68.0,64.9,90,29.71,10.0,WSW,4.6,-,N/A,,Mostly Cloudy,240,2013-06-14 02:51:00
11:51 PM,69.1,64.9,87,29.73,10.0,West,4.6,-,N/A,,Mostly Cloudy,270,2013-06-14 03:51:00
