TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,48.0,36.0,63,29.92,10.0,ENE,3.5,-,0.00,Rain,Light Rain,70,2013-02-13 05:51:00
1:51 AM,48.0,36.0,63,29.90,10.0,Calm,Calm,-,0.00,,Overcast,0,2013-02-13 06:51:00
2:51 AM,48.0,37.0,66,29.87,10.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2013-02-13 07:51:00
3:51 AM,45.0,42.1,90,29.86,8.0,Calm,Calm,-,0.02,Rain,Light Rain,0,2013-02-13 08:51:00
4:51 AM,44.1,42.1,93,29.83,5.0,Calm,Calm,-,0.05,Rain,Light Rain,0,2013-02-13 09:51:00
5:17 AM,44.6,42.8,93,29.84,2.0,West,3.5,-,0.05,Rain,Light Rain,260,2013-02-13 10:17:00
5:51 AM,44.1,42.1,93,29.83,3.0,Calm,Calm,-,0.08,Rain,Light Rain,0,2013-02-13 10:51:00
6:51 AM,43.0,41.0,93,29.84,3.0,Calm,Calm,-,0.03,Rain,Light Rain,0,2013-02-13 11:51:00
7:23 AM,42.8,41.0,93,29.84,1.5,Calm,Calm,-,0.01,,Light Drizzle,0,2013-02-13 12:23:00
7:51 AM,43.0,41.0,93,29.84,1.5,East,3.5,-,0.02,,Light Drizzle,90,2013-02-13 12:51:00
8:04 AM,44.6,41.0,87,29.83,3.0,ESE,4.6,-,0.00,,Overcast,120,2013-02-13 13:04:00
8:51 AM,44.1,41.0,89,29.84,10.0,ENE,4.6,-,0.00,,Overcast,70,2013-02-13 13:51:00
9:20 AM,44.6,42.8,93,29.82,1.5,ENE,3.5,-,0.00,,Light Drizzle,60,2013-02-13 14:20:00
9:51 AM,44.1,42.1,93,29.81,1.5,Calm,Calm,-,0.00,,Light Drizzle,0,2013-02-13 14:51:00
10:15 AM,44.6,42.8,93,29.78,3.0,East,5.8,-,0.00,,Overcast,80,2013-02-13 15:15:00
10:51 AM,45.0,43.0,93,29.79,3.0,East,5.8,-,0.00,,Light Drizzle,80,2013-02-13 15:51:00
10:58 AM,44.6,42.8,93,29.79,1.5,Calm,Calm,-,0.00,,Light Drizzle,0,2013-02-13 15:58:00
11:51 AM,46.0,43.0,89,29.73,1.5,East,5.8,-,0.01,,Overcast,100,2013-02-13 16:51:00
12:34 PM,46.4,42.8,87,29.70,7.0,ESE,3.5,-,N/A,,Overcast,110,2013-02-13 17:34:00
12:51 PM,46.0,44.1,93,29.70,8.0,ENE,3.5,-,N/A,,Overcast,60,2013-02-13 17:51:00
1:21 PM,46.4,44.6,93,29.68,1.5,Calm,Calm,-,0.00,,Light Drizzle,0,2013-02-13 18:21:00
1:51 PM,46.0,44.1,93,29.65,1.5,Calm,Calm,-,0.00,,Light Drizzle,0,2013-02-13 18:51:00
2:22 PM,46.4,44.6,93,29.64,1.0,Calm,Calm,-,0.00,,Light Drizzle,0,2013-02-13 19:22:00
2:51 PM,46.9,45.0,93,29.65,1.0,Calm,Calm,-,0.01,,Light Drizzle,0,2013-02-13 19:51:00
3:12 PM,46.4,44.6,93,29.65,1.5,SSW,5.8,-,0.00,,Light Drizzle,210,2013-02-13 20:12:00
3:47 PM,46.4,44.6,93,29.64,1.0,SW,3.5,-,0.00,,Light Drizzle,230,2013-02-13 20:47:00
3:51 PM,46.9,45.0,93,29.65,1.0,WSW,4.6,-,0.00,,Light Drizzle,240,2013-02-13 20:51:00
4:41 PM,46.4,44.6,93,29.64,2.0,SW,8.1,-,0.01,,Light Drizzle,230,2013-02-13 21:41:00
4:51 PM,46.9,45.0,93,29.65,2.0,WSW,8.1,-,0.01,,Light Drizzle,250,2013-02-13 21:51:00
5:51 PM,46.9,45.0,93,29.66,2.0,WSW,3.5,-,0.00,,Light Drizzle,250,2013-02-13 22:51:00
6:21 PM,46.4,44.6,93,29.69,7.0,WSW,9.2,-,0.00,,Overcast,250,2013-02-13 23:21:00
6:51 PM,46.9,45.0,93,29.69,7.0,West,8.1,-,0.00,,Overcast,260,2013-02-13 23:51:00
7:51 PM,46.9,44.1,90,29.70,10.0,West,8.1,-,N/A,,Mostly Cloudy,280,2013-02-14 00:51:00
8:51 PM,46.9,44.1,90,29.73,10.0,West,8.1,-,N/A,,Mostly Cloudy,260,2013-02-14 01:51:00
9:51 PM,46.9,44.1,90,29.77,10.0,West,4.6,-,N/A,,Mostly Cloudy,280,2013-02-14 02:51:00
10:51 PM,46.0,39.0,76,29.80,10.0,WNW,10.4,16.1,N/A,,Mostly Cloudy,300,2013-02-14 03:51:00
11:51 PM,43.0,33.1,68,29.83,10.0,WNW,5.8,-,N/A,,Partly Cloudy,300,2013-02-14 04:51:00
