TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,77.0,68.0,74,29.89,10.0,SW,13.8,-,N/A,Thunderstorm,Thunderstorm,220,2015-06-09 04:51:00
1:51 AM,73.0,69.1,87,29.88,10.0,WSW,3.5,-,0.00,Rain,Light Rain,240,2015-06-09 05:51:00
2:38 AM,71.6,69.8,94,29.89,10.0,SW,10.4,-,0.02,Rain-Thunderstorm,Light Thunderstorms and Rain,220,2015-06-09 06:38:00
2:51 AM,72.0,69.1,91,29.87,10.0,SSW,9.2,-,0.02,Thunderstorm,Thunderstorm,210,2015-06-09 06:51:00
3:06 AM,71.6,68.0,88,29.91,2.0,WSW,15.0,24.2,0.03,Rain-Thunderstorm,Thunderstorms and Rain,250,2015-06-09 07:06:00
3:28 AM,69.8,66.2,88,29.90,7.0,WSW,10.4,20.7,0.18,Rain-Thunderstorm,Light Thunderstorms and Rain,240,2015-06-09 07:28:00
3:51 AM,69.1,66.0,90,29.89,5.0,SW,12.7,-,0.23,Rain,Rain,230,2015-06-09 07:51:00
4:51 AM,68.0,66.9,96,29.88,10.0,SW,9.2,-,0.06,,Overcast,220,2015-06-09 08:51:00
5:51 AM,66.9,66.0,97,29.88,10.0,SW,8.1,-,0.00,,Mostly Cloudy,230,2015-06-09 09:51:00
6:20 AM,66.2,66.2,100,29.89,10.0,WSW,4.6,-,N/A,,Mostly Cloudy,240,2015-06-09 10:20:00
6:51 AM,68.0,66.0,93,29.88,10.0,SW,10.4,-,N/A,,Mostly Cloudy,230,2015-06-09 10:51:00
6:58 AM,68.0,66.2,94,29.89,10.0,SW,3.5,-,N/A,,Mostly Cloudy,230,2015-06-09 10:58:00
7:51 AM,70.0,68.0,93,29.89,10.0,SW,11.5,-,N/A,,Mostly Cloudy,230,2015-06-09 11:51:00
8:10 AM,71.6,68.0,88,29.91,10.0,SW,10.4,-,N/A,,Mostly Cloudy,230,2015-06-09 12:10:00
8:51 AM,72.0,69.1,91,29.90,10.0,SW,11.5,-,N/A,,Overcast,230,2015-06-09 12:51:00
9:51 AM,73.0,69.1,87,29.89,10.0,WSW,8.1,-,N/A,,Overcast,250,2015-06-09 13:51:00
10:51 AM,78.1,70.0,76,29.87,10.0,WSW,13.8,19.6,N/A,,Mostly Cloudy,250,2015-06-09 14:51:00
11:51 AM,80.1,70.0,71,29.87,10.0,West,9.2,-,N/A,,Mostly Cloudy,260,2015-06-09 15:51:00
12:51 PM,82.0,70.0,67,29.86,10.0,WSW,10.4,-,N/A,,Mostly Cloudy,240,2015-06-09 16:51:00
1:51 PM,84.0,70.0,63,29.84,10.0,WSW,11.5,-,N/A,,Mostly Cloudy,240,2015-06-09 17:51:00
2:51 PM,86.0,70.0,59,29.83,10.0,WSW,9.2,-,N/A,,Mostly Cloudy,250,2015-06-09 18:51:00
3:51 PM,84.9,68.0,57,29.81,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2015-06-09 19:51:00
4:51 PM,87.1,66.9,51,29.79,10.0,West,4.6,-,N/A,,Mostly Cloudy,260,2015-06-09 20:51:00
5:51 PM,84.9,64.9,51,29.80,10.0,NNW,3.5,-,N/A,,Mostly Cloudy,330,2015-06-09 21:51:00
6:51 PM,86.0,60.1,41,29.81,10.0,WNW,5.8,-,N/A,,Mostly Cloudy,290,2015-06-09 22:51:00
7:51 PM,80.1,64.0,58,29.83,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-06-09 23:51:00
8:51 PM,77.0,64.9,66,29.84,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-06-10 00:51:00
9:51 PM,75.9,68.0,76,29.86,10.0,South,5.8,-,N/A,,Mostly Cloudy,170,2015-06-10 01:51:00
10:51 PM,75.0,68.0,79,29.89,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2015-06-10 02:51:00
11:51 PM,73.9,66.9,79,29.89,10.0,WSW,8.1,-,N/A,,Overcast,240,2015-06-10 03:51:00
