TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,41.0,28.9,62,29.92,10.0,North,5.8,-,N/A,,Overcast,360,2012-11-07 05:51:00
1:51 AM,39.9,28.9,65,29.91,10.0,North,3.5,-,N/A,,Mostly Cloudy,360,2012-11-07 06:51:00
2:51 AM,39.9,28.9,65,29.90,10.0,North,4.6,-,N/A,,Overcast,350,2012-11-07 07:51:00
3:51 AM,39.9,30.0,68,29.88,10.0,North,3.5,-,N/A,,Overcast,350,2012-11-07 08:51:00
4:51 AM,39.9,30.0,68,29.89,10.0,NNW,4.6,-,N/A,,Overcast,330,2012-11-07 09:51:00
5:51 AM,39.9,30.9,70,29.90,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-11-07 10:51:00
6:51 AM,39.9,30.9,70,29.89,10.0,NNE,4.6,-,N/A,,Overcast,20,2012-11-07 11:51:00
7:51 AM,39.9,30.9,70,29.91,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-11-07 12:51:00
8:51 AM,41.0,30.9,67,29.91,10.0,North,5.8,-,N/A,,Mostly Cloudy,360,2012-11-07 13:51:00
9:51 AM,42.1,32.0,67,29.92,10.0,Variable,6.9,-,N/A,,Mostly Cloudy,0,2012-11-07 14:51:00
10:51 AM,44.1,32.0,63,29.91,10.0,North,4.6,-,N/A,,Mostly Cloudy,10,2012-11-07 15:51:00
11:51 AM,48.0,32.0,54,29.88,10.0,NE,6.9,-,N/A,,Scattered Clouds,40,2012-11-07 16:51:00
12:51 PM,50.0,32.0,50,29.85,10.0,ENE,6.9,-,N/A,,Scattered Clouds,60,2012-11-07 17:51:00
1:51 PM,51.1,30.9,46,29.84,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2012-11-07 18:51:00
2:51 PM,53.1,32.0,45,29.84,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2012-11-07 19:51:00
3:51 PM,51.1,30.0,44,29.85,10.0,NNW,6.9,-,N/A,,Mostly Cloudy,340,2012-11-07 20:51:00
4:51 PM,48.9,28.9,46,29.88,10.0,NNE,12.7,17.3,N/A,,Mostly Cloudy,30,2012-11-07 21:51:00
5:51 PM,46.4,28.4,50,29.89,10.0,NNE,6.9,-,N/A,,Mostly Cloudy,30,2012-11-07 22:51:00
6:51 PM,45.0,33.1,63,29.91,10.0,NNE,4.6,-,0.00,,Light Drizzle,20,2012-11-07 23:51:00
7:51 PM,44.1,33.1,65,29.92,10.0,Calm,Calm,-,0.00,,Overcast,0,2012-11-08 00:51:00
8:51 PM,42.1,33.1,70,29.93,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-11-08 01:51:00
9:51 PM,41.0,33.1,73,29.94,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-11-08 02:51:00
10:51 PM,37.0,33.1,86,29.95,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-11-08 03:51:00
11:51 PM,35.1,30.9,85,29.95,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-11-08 04:51:00
