TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,61.0,57.0,87,30.17,10.0,SW,6.9,-,N/A,,Partly Cloudy,230,2012-03-14 04:51:00
1:51 AM,60.1,57.0,90,30.16,10.0,SW,5.8,-,N/A,,Partly Cloudy,230,2012-03-14 05:51:00
2:51 AM,59.0,57.0,93,30.15,9.0,SW,4.6,-,N/A,,Partly Cloudy,230,2012-03-14 06:51:00
3:51 AM,57.9,55.9,93,30.14,7.0,WSW,4.6,-,N/A,,Partly Cloudy,240,2012-03-14 07:51:00
4:51 AM,57.2,55.4,94,30.14,7.0,WSW,4.6,-,N/A,,Partly Cloudy,240,2012-03-14 08:51:00
5:51 AM,57.0,55.9,96,30.14,7.0,SW,3.5,-,N/A,,Partly Cloudy,230,2012-03-14 09:51:00
6:51 AM,55.0,55.0,100,30.16,8.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2012-03-14 10:51:00
7:51 AM,55.0,55.0,100,30.19,10.0,SW,3.5,-,N/A,Fog,Patches of Fog,230,2012-03-14 11:51:00
8:51 AM,57.9,57.9,100,30.21,10.0,SW,3.5,-,N/A,,Partly Cloudy,230,2012-03-14 12:51:00
9:51 AM,63.0,61.0,93,30.22,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-03-14 13:51:00
10:51 AM,71.1,57.9,63,30.23,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-03-14 14:51:00
11:51 AM,75.9,55.9,50,30.23,10.0,SSE,3.5,-,N/A,,Partly Cloudy,150,2012-03-14 15:51:00
12:51 PM,80.1,53.1,39,30.22,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2012-03-14 16:51:00
1:51 PM,81.0,52.0,36,30.19,10.0,SW,4.6,16.1,N/A,,Scattered Clouds,220,2012-03-14 17:51:00
2:51 PM,80.1,51.1,36,30.17,10.0,West,5.8,-,N/A,,Scattered Clouds,260,2012-03-14 18:51:00
3:51 PM,78.1,51.1,39,30.16,10.0,SW,8.1,-,N/A,,Scattered Clouds,220,2012-03-14 19:51:00
4:51 PM,82.9,50.0,32,30.15,10.0,SW,6.9,-,N/A,,Scattered Clouds,220,2012-03-14 20:51:00
5:51 PM,82.0,48.9,31,30.15,10.0,SW,8.1,-,N/A,,Scattered Clouds,230,2012-03-14 21:51:00
6:51 PM,75.9,50.0,40,30.16,10.0,WSW,3.5,-,N/A,,Scattered Clouds,250,2012-03-14 22:51:00
7:51 PM,72.0,48.9,44,30.17,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-03-14 23:51:00
8:51 PM,70.0,50.0,49,30.19,10.0,South,3.5,-,N/A,,Partly Cloudy,190,2012-03-15 00:51:00
9:51 PM,66.9,51.1,57,30.20,10.0,SW,3.5,-,N/A,,Partly Cloudy,220,2012-03-15 01:51:00
10:51 PM,66.2,51.8,60,30.22,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-03-15 02:51:00
11:51 PM,66.0,52.0,60,30.22,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-03-15 03:51:00
