TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,48.2,21.2,34,29.87,10.0,WNW,12.7,25.3,N/A,,Partly Cloudy,290,2012-02-25 05:51:00
1:51 AM,46.0,23.0,40,29.89,10.0,WNW,13.8,27.6,N/A,,Partly Cloudy,300,2012-02-25 06:51:00
2:51 AM,44.1,24.1,45,29.92,10.0,West,4.6,-,N/A,,Partly Cloudy,270,2012-02-25 07:51:00
3:51 AM,42.8,21.2,42,29.93,10.0,West,3.5,-,N/A,,Partly Cloudy,280,2012-02-25 08:51:00
4:51 AM,41.0,21.9,47,29.94,10.0,West,6.9,-,N/A,,Partly Cloudy,260,2012-02-25 09:51:00
5:51 AM,42.1,19.9,41,29.99,10.0,West,9.2,16.1,N/A,,Scattered Clouds,280,2012-02-25 10:51:00
6:51 AM,41.0,19.0,41,30.00,10.0,WNW,5.8,-,N/A,,Mostly Cloudy,290,2012-02-25 11:51:00
7:51 AM,41.0,19.9,43,30.04,10.0,West,8.1,-,N/A,,Mostly Cloudy,260,2012-02-25 12:51:00
8:51 AM,44.1,19.9,38,30.06,10.0,West,12.7,21.9,N/A,,Mostly Cloudy,270,2012-02-25 13:51:00
9:51 AM,46.0,18.0,33,30.07,10.0,West,24.2,36.8,N/A,,Scattered Clouds,280,2012-02-25 14:51:00
10:51 AM,46.9,16.0,29,30.07,10.0,WNW,18.4,32.2,N/A,,Scattered Clouds,290,2012-02-25 15:51:00
11:51 AM,50.0,15.1,25,30.06,10.0,West,21.9,31.1,N/A,,Mostly Cloudy,280,2012-02-25 16:51:00
12:51 PM,50.0,15.1,25,30.04,10.0,WNW,12.7,32.2,N/A,,Mostly Cloudy,290,2012-02-25 17:51:00
1:51 PM,51.1,16.0,25,30.03,10.0,WNW,17.3,29.9,N/A,,Mostly Cloudy,290,2012-02-25 18:51:00
2:51 PM,52.0,16.0,24,30.04,10.0,West,19.6,33.4,N/A,,Mostly Cloudy,280,2012-02-25 19:51:00
3:51 PM,52.0,17.1,25,30.06,10.0,West,20.7,28.8,N/A,,Mostly Cloudy,280,2012-02-25 20:51:00
4:51 PM,51.1,17.1,26,30.09,10.0,WNW,13.8,25.3,N/A,,Mostly Cloudy,300,2012-02-25 21:51:00
5:51 PM,48.0,17.1,29,30.15,10.0,NW,11.5,27.6,N/A,,Mostly Cloudy,310,2012-02-25 22:51:00
6:51 PM,45.0,16.0,31,30.21,10.0,WNW,11.5,26.5,N/A,,Scattered Clouds,300,2012-02-25 23:51:00
7:51 PM,43.0,18.0,37,30.26,10.0,NW,10.4,20.7,N/A,,Scattered Clouds,320,2012-02-26 00:51:00
8:51 PM,41.0,15.1,35,30.28,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-26 01:51:00
9:51 PM,39.9,14.0,35,30.32,10.0,NNW,8.1,-,N/A,,Clear,330,2012-02-26 02:51:00
10:51 PM,37.9,15.1,39,30.33,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2012-02-26 03:51:00
11:51 PM,37.0,16.0,42,30.34,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-02-26 04:51:00
