TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,48.9,46.0,90,29.74,10.0,Calm,Calm,-,0.02,Rain,Light Rain,0,2012-03-04 05:51:00
1:51 AM,50.0,39.9,68,29.71,10.0,Calm,Calm,-,0.01,Rain,Light Rain,0,2012-03-04 06:51:00
2:51 AM,46.9,39.0,74,29.71,8.0,Variable,3.5,-,0.02,Rain,Light Rain,0,2012-03-04 07:51:00
3:51 AM,44.1,36.0,73,29.72,8.0,Variable,3.5,-,0.05,Rain,Light Rain,0,2012-03-04 08:51:00
4:26 AM,44.6,39.2,81,29.74,8.0,Calm,Calm,-,0.04,Rain,Light Rain,0,2012-03-04 09:26:00
4:51 AM,44.1,39.9,85,29.70,8.0,Calm,Calm,-,0.07,Rain,Light Rain,0,2012-03-04 09:51:00
5:51 AM,44.1,39.9,85,29.67,10.0,Calm,Calm,-,0.01,,Overcast,0,2012-03-04 10:51:00
6:51 AM,43.0,39.9,89,29.70,10.0,Calm,Calm,-,0.00,,Overcast,0,2012-03-04 11:51:00
7:51 AM,43.0,39.9,89,29.73,10.0,WNW,3.5,-,N/A,,Overcast,290,2012-03-04 12:51:00
8:51 AM,44.1,34.7,70,29.73,10.0,NW,3.5,-,N/A,,Mostly Cloudy,310,2012-03-04 13:51:00
9:51 AM,46.9,42.1,83,29.76,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2012-03-04 14:51:00
10:51 AM,50.0,28.9,44,29.75,10.0,Variable,6.9,-,N/A,,Mostly Cloudy,0,2012-03-04 15:51:00
11:51 AM,52.0,28.0,40,29.75,10.0,NNW,10.4,-,N/A,,Scattered Clouds,330,2012-03-04 16:51:00
12:51 PM,52.0,26.1,37,29.74,10.0,WNW,11.5,17.3,N/A,,Mostly Cloudy,290,2012-03-04 17:51:00
1:51 PM,52.0,26.1,37,29.73,10.0,West,15.0,21.9,N/A,,Mostly Cloudy,270,2012-03-04 18:51:00
2:51 PM,51.1,21.9,32,29.74,10.0,West,8.1,18.4,N/A,,Mostly Cloudy,280,2012-03-04 19:51:00
3:51 PM,52.0,21.0,30,29.76,10.0,WNW,10.4,20.7,N/A,,Mostly Cloudy,290,2012-03-04 20:51:00
4:51 PM,50.0,19.9,31,29.81,10.0,West,11.5,23.0,N/A,,Mostly Cloudy,280,2012-03-04 21:51:00
5:51 PM,48.0,18.0,30,29.86,10.0,WNW,15.0,27.6,N/A,,Scattered Clouds,300,2012-03-04 22:51:00
6:51 PM,45.0,17.1,33,29.91,10.0,WNW,10.4,20.7,N/A,,Partly Cloudy,300,2012-03-04 23:51:00
7:51 PM,42.1,19.0,40,29.94,10.0,WNW,3.5,-,N/A,,Partly Cloudy,290,2012-03-05 00:51:00
8:51 PM,37.9,21.9,53,29.97,10.0,West,3.5,-,N/A,,Clear,260,2012-03-05 01:51:00
9:51 PM,36.0,21.9,57,30.01,10.0,West,4.6,-,N/A,,Clear,260,2012-03-05 02:51:00
10:51 PM,37.9,21.0,51,30.03,10.0,Calm,Calm,-,N/A,,Clear,0,2012-03-05 03:51:00
11:51 PM,36.0,23.0,59,30.02,10.0,Calm,Calm,-,N/A,,Clear,0,2012-03-05 04:51:00
