TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,37.0,21.0,52,30.45,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-27 05:51:00
1:51 AM,35.1,24.1,64,30.46,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-27 06:51:00
2:51 AM,37.0,26.1,65,30.45,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-27 07:51:00
3:51 AM,37.9,30.9,76,30.44,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-27 08:51:00
4:51 AM,39.0,32.0,76,30.44,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-27 09:51:00
5:51 AM,39.0,33.1,79,30.45,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-02-27 10:51:00
6:51 AM,42.1,34.0,73,30.45,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-02-27 11:51:00
7:51 AM,43.0,34.0,71,30.46,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-02-27 12:51:00
8:51 AM,45.0,36.0,71,30.47,4.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2012-02-27 13:51:00
9:18 AM,42.8,39.2,87,30.47,3.0,Calm,Calm,-,0.03,Rain,Light Rain,0,2012-02-27 14:18:00
9:51 AM,42.1,39.9,92,30.48,3.0,Calm,Calm,-,0.07,Rain,Light Rain,0,2012-02-27 14:51:00
10:06 AM,42.8,39.2,87,30.47,2.0,Calm,Calm,-,0.01,Rain,Light Rain,0,2012-02-27 15:06:00
10:33 AM,42.8,39.2,87,30.46,2.0,Calm,Calm,-,0.02,,Light Drizzle,0,2012-02-27 15:33:00
10:51 AM,43.0,41.0,93,30.46,2.0,Calm,Calm,-,0.02,,Light Drizzle,0,2012-02-27 15:51:00
11:04 AM,42.8,41.0,93,30.45,1.0,Calm,Calm,-,0.00,,Light Drizzle,0,2012-02-27 16:04:00
11:20 AM,42.8,41.0,93,30.45,1.0,Calm,Calm,-,N/A,Rain,Light Rain,0,2012-02-27 16:20:00
11:51 AM,44.1,41.0,89,30.45,0.5,NW,3.5,-,0.02,Fog-Rain,Light Rain,310,2012-02-27 16:51:00
12:51 PM,44.1,42.1,93,30.43,0.5,North,3.5,-,0.02,Fog-Rain,Light Rain,350,2012-02-27 17:51:00
1:51 PM,45.0,43.0,93,30.40,0.5,Variable,3.5,-,0.04,Fog-Rain,Light Rain,0,2012-02-27 18:51:00
2:51 PM,46.9,45.0,93,30.37,1.0,Calm,Calm,-,0.04,Rain,Light Rain,0,2012-02-27 19:51:00
3:10 PM,46.4,44.6,93,30.36,1.5,Calm,Calm,-,0.01,,Light Drizzle,0,2012-02-27 20:10:00
3:51 PM,48.0,46.0,93,30.36,1.5,Calm,Calm,-,0.01,Rain,Light Rain,0,2012-02-27 20:51:00
4:19 PM,48.2,46.4,93,30.35,1.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2012-02-27 21:19:00
4:51 PM,48.0,46.0,93,30.34,1.0,SSE,4.6,-,0.01,,Light Drizzle,150,2012-02-27 21:51:00
5:51 PM,48.9,46.9,93,30.35,2.0,South,3.5,-,0.01,,Overcast,170,2012-02-27 22:51:00
6:51 PM,48.0,46.9,96,30.34,2.0,South,4.6,-,N/A,,Mostly Cloudy,180,2012-02-27 23:51:00
7:51 PM,48.0,46.9,96,30.35,1.5,Calm,Calm,-,N/A,,Overcast,0,2012-02-28 00:51:00
8:21 PM,48.2,46.4,93,30.34,0.8,WSW,4.6,-,N/A,,Overcast,250,2012-02-28 01:21:00
8:51 PM,48.2,46.4,93,30.35,0.8,SW,5.8,-,N/A,,Overcast,220,2012-02-28 01:51:00
9:51 PM,48.0,46.9,96,30.36,0.8,West,3.5,-,N/A,,Overcast,260,2012-02-28 02:51:00
10:15 PM,48.2,46.4,93,30.35,0.8,SW,5.8,-,N/A,,Overcast,230,2012-02-28 03:15:00
10:31 PM,48.2,46.4,93,30.35,0.2,WSW,5.8,-,N/A,Fog,Fog,250,2012-02-28 03:31:00
10:51 PM,48.0,46.9,96,30.36,0.2,West,8.1,-,N/A,Fog,Fog,270,2012-02-28 03:51:00
11:51 PM,48.0,46.9,96,30.36,0.2,WSW,4.6,-,N/A,Fog,Fog,250,2012-02-28 04:51:00
