TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,73.9,69.1,85,29.96,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-07 04:51:00
1:51 AM,75.0,70.0,84,29.96,8.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-07 05:51:00
2:51 AM,73.9,70.0,87,29.96,8.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-07 06:51:00
3:51 AM,73.9,71.1,91,29.96,8.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-07 07:51:00
4:51 AM,73.0,70.0,90,29.96,9.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-07-07 08:51:00
5:51 AM,73.0,70.0,90,29.97,5.0,SW,3.5,-,N/A,,Partly Cloudy,220,2012-07-07 09:51:00
6:51 AM,73.9,71.1,91,29.98,7.0,SW,4.6,-,N/A,,Partly Cloudy,230,2012-07-07 10:51:00
7:51 AM,78.1,73.0,84,29.99,7.0,SW,4.6,-,N/A,,Clear,220,2012-07-07 11:51:00
8:51 AM,84.0,70.0,63,29.99,10.0,SW,5.8,-,N/A,,Partly Cloudy,230,2012-07-07 12:51:00
9:51 AM,88.0,71.1,57,29.99,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2012-07-07 13:51:00
10:51 AM,91.9,72.0,52,29.99,10.0,SW,6.9,-,N/A,,Scattered Clouds,230,2012-07-07 14:51:00
11:51 AM,95.0,72.0,47,29.98,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,250,2012-07-07 15:51:00
12:51 PM,97.0,70.0,41,29.98,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2012-07-07 16:51:00
1:51 PM,99.0,70.0,39,29.96,10.0,SW,13.8,19.6,N/A,,Mostly Cloudy,230,2012-07-07 17:51:00
2:51 PM,100.9,68.0,34,29.94,10.0,SW,15.0,20.7,N/A,,Mostly Cloudy,230,2012-07-07 18:51:00
3:51 PM,100.9,66.9,33,29.93,10.0,SW,10.4,-,N/A,,Mostly Cloudy,230,2012-07-07 19:51:00
4:51 PM,100.9,66.9,33,29.91,10.0,Variable,6.9,-,N/A,,Mostly Cloudy,0,2012-07-07 20:51:00
5:51 PM,100.0,66.9,34,29.90,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,250,2012-07-07 21:51:00
6:51 PM,97.0,66.9,37,29.90,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,240,2012-07-07 22:51:00
7:51 PM,93.0,69.1,45,29.91,10.0,WSW,6.9,-,N/A,,Mostly Cloudy,240,2012-07-07 23:51:00
8:51 PM,89.1,69.1,52,29.93,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2012-07-08 00:51:00
9:51 PM,89.6,69.8,52,29.95,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2012-07-08 01:51:00
10:51 PM,88.0,70.0,55,29.95,10.0,SW,8.1,-,N/A,,Mostly Cloudy,220,2012-07-08 02:51:00
11:51 PM,87.1,70.0,57,29.95,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2012-07-08 03:51:00
