TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,18.0,-2.9,40,30.47,10.0,North,8.1,23.0,N/A,,Scattered Clouds,360,2014-01-24 05:51:00
1:51 AM,17.1,-5.1,37,30.47,10.0,North,8.1,-,N/A,,Mostly Cloudy,350,2014-01-24 06:51:00
2:51 AM,17.1,-4.0,39,30.51,10.0,North,8.1,-,N/A,,Mostly Cloudy,360,2014-01-24 07:51:00
3:51 AM,16.0,-4.0,41,30.53,10.0,North,8.1,18.4,N/A,,Mostly Cloudy,10,2014-01-24 08:51:00
4:51 AM,14.0,-6.0,41,30.55,10.0,Variable,5.8,-,N/A,,Partly Cloudy,0,2014-01-24 09:51:00
5:51 AM,12.9,-5.1,45,30.57,10.0,Variable,5.8,-,N/A,,Partly Cloudy,0,2014-01-24 10:51:00
6:51 AM,12.0,-6.0,44,30.60,10.0,North,3.5,17.3,N/A,,Partly Cloudy,350,2014-01-24 11:51:00
7:51 AM,12.0,-6.0,44,30.62,10.0,Variable,6.9,-,N/A,,Clear,0,2014-01-24 12:51:00
8:51 AM,14.0,-6.0,41,30.62,10.0,NNW,11.5,17.3,N/A,,Clear,340,2014-01-24 13:51:00
9:51 AM,16.0,-6.0,38,30.62,10.0,NW,8.1,-,N/A,,Clear,320,2014-01-24 14:51:00
10:51 AM,18.0,-5.1,36,30.60,10.0,North,6.9,-,N/A,,Clear,360,2014-01-24 15:51:00
11:51 AM,21.0,-5.1,32,30.56,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-24 16:51:00
12:51 PM,23.0,-6.0,28,30.52,10.0,Variable,4.6,-,N/A,,Clear,0,2014-01-24 17:51:00
1:51 PM,25.0,-5.1,27,30.49,10.0,WSW,5.8,-,N/A,,Clear,250,2014-01-24 18:51:00
2:51 PM,25.0,-8.0,23,30.48,10.0,West,4.6,-,N/A,,Clear,270,2014-01-24 19:51:00
3:51 PM,26.1,-9.0,21,30.45,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2014-01-24 20:51:00
4:51 PM,25.0,-6.0,26,30.42,10.0,WSW,5.8,-,N/A,,Partly Cloudy,240,2014-01-24 21:51:00
5:51 PM,19.9,-4.0,35,30.40,10.0,WSW,5.8,-,N/A,,Partly Cloudy,240,2014-01-24 22:51:00
6:51 PM,21.0,-5.1,32,30.39,10.0,WSW,3.5,-,N/A,,Partly Cloudy,250,2014-01-24 23:51:00
7:51 PM,19.9,-2.9,37,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-25 00:51:00
8:51 PM,19.0,-0.9,42,30.34,10.0,South,5.8,-,N/A,,Clear,180,2014-01-25 01:51:00
9:51 PM,19.0,-2.0,40,30.32,10.0,SSW,8.1,-,N/A,,Partly Cloudy,200,2014-01-25 02:51:00
10:51 PM,19.9,-2.9,37,30.30,10.0,SSW,10.4,-,N/A,,Clear,200,2014-01-25 03:51:00
11:51 PM,19.0,-2.9,38,30.27,10.0,SSW,9.2,-,N/A,,Clear,210,2014-01-25 04:51:00
