TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,39.9,37.0,89,30.20,3.0,ENE,6.9,-,0.00,,Light Drizzle,60,2014-12-30 05:51:00
1:51 AM,39.9,36.0,86,30.20,3.0,ENE,8.1,-,0.00,,Light Drizzle,70,2014-12-30 06:51:00
2:51 AM,39.0,36.0,89,30.21,9.0,ENE,6.9,-,0.00,,Light Drizzle,60,2014-12-30 07:51:00
3:51 AM,39.0,36.0,89,30.23,9.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 08:51:00
4:51 AM,39.0,36.0,89,30.25,4.0,NNE,5.8,-,0.00,,Light Drizzle,20,2014-12-30 09:51:00
5:51 AM,37.9,35.1,89,30.26,3.0,NNE,13.8,18.4,0.00,,Light Drizzle,30,2014-12-30 10:51:00
6:08 AM,37.4,33.8,87,30.26,3.0,NE,16.1,21.9,0.00,,Light Drizzle,50,2014-12-30 11:08:00
6:34 AM,37.4,33.8,87,30.27,3.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 11:34:00
6:51 AM,37.0,33.1,86,30.29,6.0,NE,10.4,18.4,0.00,,Light Drizzle,40,2014-12-30 11:51:00
7:51 AM,37.0,34.0,89,30.32,3.0,NE,9.2,-,0.01,Rain,Light Rain,40,2014-12-30 12:51:00
8:24 AM,37.4,33.8,87,30.32,3.0,NE,5.8,-,0.00,Rain,Light Rain,40,2014-12-30 13:24:00
8:51 AM,37.9,34.0,86,30.34,4.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 13:51:00
9:51 AM,37.9,34.0,86,30.36,4.0,NE,6.9,-,0.01,,Light Drizzle,40,2014-12-30 14:51:00
10:51 AM,37.0,33.1,86,30.38,6.0,NNE,9.2,-,0.00,,Overcast,30,2014-12-30 15:51:00
11:51 AM,37.0,33.1,86,30.36,7.0,NNE,8.1,-,N/A,,Overcast,30,2014-12-30 16:51:00
12:51 PM,37.9,33.1,83,30.34,9.0,NE,8.1,-,N/A,,Overcast,40,2014-12-30 17:51:00
1:51 PM,39.9,33.1,77,30.34,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-12-30 18:51:00
2:51 PM,39.9,32.0,73,30.35,10.0,NE,8.1,-,N/A,,Mostly Cloudy,40,2014-12-30 19:51:00
3:51 PM,39.9,30.9,70,30.37,10.0,NNE,8.1,-,N/A,,Mostly Cloudy,30,2014-12-30 20:51:00
4:51 PM,39.0,30.0,70,30.39,10.0,NE,4.6,-,N/A,,Mostly Cloudy,40,2014-12-30 21:51:00
5:40 PM,37.4,30.2,75,30.40,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 22:40:00
5:51 PM,37.0,30.0,76,30.41,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 22:51:00
6:51 PM,35.1,30.0,82,30.42,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 23:51:00
7:51 PM,33.1,28.9,85,30.44,7.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-12-31 00:51:00
8:51 PM,30.9,27.0,85,30.44,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-31 01:51:00
9:51 PM,30.0,28.0,92,30.44,10.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 02:51:00
10:51 PM,28.9,27.0,92,30.45,10.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 03:51:00
11:51 PM,28.9,25.0,85,30.45,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 04:51:00
